Phase,Iteration,Time,Speed,Acceleration,F_motor,F_res,F_total
Coasting,403,201.5,68.8338,-0.128873,0,13.2453,-13.2453
Coasting,404,202,68.7695,-0.128743,0,13.232,-13.232
Coasting,405,202.5,68.7052,-0.128614,0,13.2187,-13.2187
Coasting,406,203,68.6409,-0.128485,0,13.2054,-13.2054
Coasting,407,203.5,68.5767,-0.128356,0,13.1922,-13.1922
Coasting,408,204,68.5126,-0.128228,0,13.179,-13.179
Coasting,409,204.5,68.4486,-0.128099,0,13.1658,-13.1658
Coasting,410,205,68.3846,-0.127971,0,13.1526,-13.1526
Coasting,411,205.5,68.3207,-0.127843,0,13.1394,-13.1394
Coasting,412,206,68.2568,-0.127715,0,13.1263,-13.1263
Coasting,413,206.5,68.193,-0.127588,0,13.1132,-13.1132
Coasting,414,207,68.1293,-0.127461,0,13.1001,-13.1001
Coasting,415,207.5,68.0656,-0.127333,0,13.087,-13.087
Coasting,416,208,68.002,-0.127207,0,13.074,-13.074
Coasting,417,208.5,67.9385,-0.12708,0,13.061,-13.061
Coasting,418,209,67.875,-0.126953,0,13.048,-13.048
Coasting,419,209.5,67.8116,-0.126827,0,13.035,-13.035
Coasting,420,210,67.7482,-0.126701,0,13.0221,-13.0221
Coasting,421,210.5,67.685,-0.126575,0,13.0091,-13.0091
Coasting,422,211,67.6217,-0.12645,0,12.9962,-12.9962
Coasting,423,211.5,67.5586,-0.126324,0,12.9833,-12.9833
Coasting,424,212,67.4955,-0.126199,0,12.9705,-12.9705
Coasting,425,212.5,67.4324,-0.126074,0,12.9576,-12.9576
Coasting,426,213,67.3695,-0.125949,0,12.9448,-12.9448
Coasting,427,213.5,67.3065,-0.125825,0,12.932,-12.932
Coasting,428,214,67.2437,-0.1257,0,12.9192,-12.9192
Coasting,429,214.5,67.1809,-0.125576,0,12.9065,-12.9065
Coasting,430,215,67.1182,-0.125452,0,12.8937,-12.8937
Coasting,431,215.5,67.0555,-0.125329,0,12.881,-12.881
Coasting,432,216,66.9929,-0.125205,0,12.8683,-12.8683
Coasting,433,216.5,66.9304,-0.125082,0,12.8556,-12.8556
Coasting,434,217,66.8679,-0.124959,0,12.843,-12.843
Coasting,435,217.5,66.8055,-0.124836,0,12.8304,-12.8304
Coasting,436,218,66.7431,-0.124713,0,12.8177,-12.8177
Coasting,437,218.5,66.6808,-0.124591,0,12.8052,-12.8052
Coasting,438,219,66.6186,-0.124468,0,12.7926,-12.7926
Coasting,439,219.5,66.5564,-0.124346,0,12.78,-12.78
Coasting,440,220,66.4943,-0.124224,0,12.7675,-12.7675
Coasting,441,220.5,66.4323,-0.124103,0,12.755,-12.755
Coasting,442,221,66.3703,-0.123981,0,12.7425,-12.7425
Coasting,443,221.5,66.3083,-0.12386,0,12.7301,-12.7301
Coasting,444,222,66.2465,-0.123739,0,12.7176,-12.7176
Coasting,445,222.5,66.1847,-0.123618,0,12.7052,-12.7052
Coasting,446,223,66.1229,-0.123497,0,12.6928,-12.6928
Coasting,447,223.5,66.0612,-0.123377,0,12.6804,-12.6804
Coasting,448,224,65.9996,-0.123257,0,12.6681,-12.6681
Coasting,449,224.5,65.938,-0.123137,0,12.6557,-12.6557
Coasting,450,225,65.8765,-0.123017,0,12.6434,-12.6434
Coasting,451,225.5,65.8151,-0.122897,0,12.6311,-12.6311
Coasting,452,226,65.7537,-0.122778,0,12.6188,-12.6188
Coasting,453,226.5,65.6923,-0.122658,0,12.6066,-12.6066
Coasting,454,227,65.6311,-0.122539,0,12.5943,-12.5943
Coasting,455,227.5,65.5699,-0.12242,0,12.5821,-12.5821
Coasting,456,228,65.5087,-0.122302,0,12.5699,-12.5699
Coasting,457,228.5,65.4476,-0.122183,0,12.5577,-12.5577
Coasting,458,229,65.3866,-0.122065,0,12.5456,-12.5456
Coasting,459,229.5,65.3256,-0.121947,0,12.5334,-12.5334
Coasting,460,230,65.2647,-0.121829,0,12.5213,-12.5213
Coasting,461,230.5,65.2038,-0.121711,0,12.5092,-12.5092
Coasting,462,231,65.1431,-0.121594,0,12.4971,-12.4971
Coasting,463,231.5,65.0823,-0.121477,0,12.4851,-12.4851
Coasting,464,232,65.0216,-0.121359,0,12.4731,-12.4731
Coasting,465,232.5,64.961,-0.121242,0,12.461,-12.461
Braking,466,233,64.5377,-0.846662,-87.018,12.449,-87.018
Braking,467,233.5,64.1116,-0.852215,-87.5888,12.3655,-87.5888
Braking,468,234,63.6826,-0.857879,-88.1709,12.2818,-88.1709
Braking,469,234.5,63.2508,-0.863658,-88.7648,12.1979,-88.7648
Braking,470,235,62.816,-0.869554,-89.3708,12.1139,-89.3708
Braking,471,235.5,62.3782,-0.875573,-89.9894,12.0298,-89.9894
Braking,472,236,61.9374,-0.881718,-90.621,11.9455,-90.621
Braking,473,236.5,61.4934,-0.887994,-91.266,11.861,-91.266
Braking,474,237,61.0462,-0.894405,-91.925,11.7764,-91.925
Braking,475,237.5,60.5957,-0.900957,-92.5984,11.6916,-92.5984
Braking,476,238,60.1419,-0.907655,-93.2868,11.6066,-93.2868
Braking,477,238.5,59.6846,-0.914504,-93.9907,11.5215,-93.9907
Braking,478,239,59.2239,-0.92151,-94.7108,11.4362,-94.7108
Braking,479,239.5,58.7595,-0.92868,-95.4476,11.3507,-95.4476
Braking,480,240,58.2915,-0.936018,-96.2019,11.265,-96.2019
Braking,481,240.5,57.8198,-0.943533,-96.9743,11.1791,-96.9743
Braking,482,241,57.3441,-0.951232,-97.7655,11.0931,-97.7655
Braking,483,241.5,56.8646,-0.959122,-98.5764,11.0068,-98.5764
Braking,484,242,56.381,-0.96721,-99.4077,10.9203,-99.4077
Braking,485,242.5,55.8932,-0.975506,-100.26,10.8336,-100.26
Braking,486,243,55.4012,-0.984019,-101.135,10.7467,-101.135
Braking,487,243.5,54.9048,-0.992758,-102.033,10.6596,-102.033
Braking,488,244,54.4048,-1,-102.778,10.5723,-102.778
Braking,489,244.5,53.9048,-1,-102.778,10.4849,-102.778
Braking,490,245,53.4048,-1,-102.778,10.398,-102.778
Braking,491,245.5,52.9048,-1,-102.778,10.3117,-102.778
Braking,492,246,52.4048,-1,-102.778,10.2259,-102.778
Braking,493,246.5,51.9048,-1,-102.778,10.1407,-102.778
Braking,494,247,51.4048,-1,-102.778,10.0561,-102.778
Braking,495,247.5,50.9048,-1,-102.778,9.97201,-102.778
Braking,496,248,50.4048,-1,-102.778,9.88848,-102.778
Braking,497,248.5,49.9048,-1,-102.778,9.80552,-102.778
Braking,498,249,49.4048,-1,-102.778,9.72311,-102.778
Braking,499,249.5,48.9048,-1,-102.778,9.64126,-102.778
Braking,500,250,48.4048,-1,-102.778,9.55996,-102.778
Braking,501,250.5,47.9048,-1,-102.778,9.47923,-102.778
Braking,502,251,47.4048,-1,-102.778,9.39905,-102.778
Braking,503,251.5,46.9048,-1,-102.778,9.31943,-102.778
Braking,504,252,46.4048,-1,-102.778,9.24037,-102.778
Braking,505,252.5,45.9048,-1,-102.778,9.16186,-102.778
Braking,506,253,45.4048,-1,-102.778,9.08391,-102.778
Braking,507,253.5,44.9048,-1,-102.778,9.00653,-102.778
Braking,508,254,44.4048,-1,-102.778,8.92969,-102.778
Braking,509,254.5,43.9048,-1,-102.778,8.85342,-102.778
Braking,510,255,43.4048,-1,-102.778,8.7777,-102.778
Braking,511,255.5,42.9048,-1,-102.778,8.70254,-102.778
Braking,512,256,42.4048,-1,-102.778,8.62794,-102.778
Braking,513,256.5,41.9048,-1,-102.778,8.5539,-102.778
Braking,514,257,41.4048,-1,-102.778,8.48041,-102.778
Braking,515,257.5,40.9048,-1,-102.778,8.40748,-102.778
Braking,516,258,40.4048,-1,-102.778,8.33511,-102.778
Braking,517,258.5,39.9048,-1,-102.778,8.2633,-102.778
Braking,518,259,39.4048,-1,-102.778,8.19204,-102.778
Braking,519,259.5,38.9048,-1,-102.778,8.12134,-102.778
Braking,520,260,38.4048,-1,-102.778,8.0512,-102.778
Braking,521,260.5,37.9048,-1,-102.778,7.98162,-102.778
Braking,522,261,37.4048,-1,-102.778,7.91259,-102.778
Braking,523,261.5,36.9048,-1,-102.778,7.84412,-102.778
Braking,524,262,36.4048,-1,-102.778,7.77621,-102.778
Braking,525,262.5,35.9048,-1,-102.778,7.70886,-102.778
Braking,526,263,35.4048,-1,-102.778,7.64207,-102.778
Braking,527,263.5,34.9048,-1,-102.778,7.57583,-102.778
Braking,528,264,34.4048,-1,-102.778,7.51015,-102.778
Braking,529,264.5,33.9048,-1,-102.778,7.44503,-102.778
Braking,530,265,33.4048,-1,-102.778,7.38046,-102.778
Braking,531,265.5,32.9048,-1,-102.778,7.31646,-102.778
Braking,532,266,32.4048,-1,-102.778,7.25301,-102.778
Braking,533,266.5,31.9048,-1,-102.778,7.19011,-102.778
Braking,534,267,31.4048,-1,-102.778,7.12778,-102.778
Braking,535,267.5,30.9048,-1,-102.778,7.066,-102.778
Braking,536,268,30.4048,-1,-102.778,7.00479,-102.778
Braking,537,268.5,29.9048,-1,-102.778,6.94412,-102.778
Braking,538,269,29.4048,-1,-102.778,6.88402,-102.778
Braking,539,269.5,28.9048,-1,-102.778,6.82447,-102.778
Braking,540,270,28.4048,-1,-102.778,6.76549,-102.778
Braking,541,270.5,27.9048,-1,-102.778,6.70706,-102.778
Braking,542,271,27.4048,-1,-102.778,6.64918,-102.778
Braking,543,271.5,26.9048,-1,-102.778,6.59187,-102.778
Braking,544,272,26.4048,-1,-102.778,6.53511,-102.778
Braking,545,272.5,25.9048,-1,-102.778,6.47891,-102.778
Braking,546,273,25.4048,-1,-102.778,6.42327,-102.778
Braking,547,273.5,24.9048,-1,-102.778,6.36818,-102.778
Braking,548,274,24.4048,-1,-102.778,6.31365,-102.778
Braking,549,274.5,23.9048,-1,-102.778,6.25968,-102.778
Braking,550,275,23.4048,-1,-102.778,6.20627,-102.778
Braking,551,275.5,22.9048,-1,-102.778,6.15342,-102.778
Braking,552,276,22.4048,-1,-102.778,6.10112,-102.778
Braking,553,276.5,21.9048,-1,-102.778,6.04938,-102.778
Braking,554,277,21.4048,-1,-102.778,5.9982,-102.778
Braking,555,277.5,20.9048,-1,-102.778,5.94758,-102.778
Braking,556,278,20.4048,-1,-102.778,5.89751,-102.778
Braking,557,278.5,19.9048,-1,-102.778,5.848,-102.778
Braking,558,279,19.4048,-1,-102.778,5.79905,-102.778
Braking,559,279.5,18.9048,-1,-102.778,5.75066,-102.778
Braking,560,280,18.4048,-1,-102.778,5.70282,-102.778
Braking,561,280.5,17.9048,-1,-102.778,5.65554,-102.778
Braking,562,281,17.4048,-1,-102.778,5.60882,-102.778
Braking,563,281.5,16.9048,-1,-102.778,5.56266,-102.778
Braking,564,282,16.4048,-1,-102.778,5.51705,-102.778
Braking,565,282.5,15.9048,-1,-102.778,5.472,-102.778
Braking,566,283,15.4048,-1,-102.778,5.42751,-102.778
Braking,567,283.5,14.9048,-1,-102.778,5.38358,-102.778
Braking,568,284,14.4048,-1,-102.778,5.34021,-102.778
Braking,569,284.5,13.9048,-1,-102.778,5.29739,-102.778
Braking,570,285,13.4048,-1,-102.778,5.25513,-102.778
Braking,571,285.5,12.9048,-1,-102.778,5.21343,-102.778
Braking,572,286,12.4048,-1,-102.778,5.17228,-102.778
Braking,573,286.5,11.9048,-1,-102.778,5.1317,-102.778
Braking,574,287,11.4048,-1,-102.778,5.09167,-102.778
Braking,575,287.5,10.9048,-1,-102.778,5.05219,-102.778
Braking,576,288,10.4048,-1,-102.778,5.01328,-102.778
Braking,577,288.5,9.90483,-1,-102.778,4.97492,-102.778
Braking,578,289,9.40483,-1,-102.778,4.93712,-102.778
Braking,579,289.5,8.90483,-1,-102.778,4.89988,-102.778
Braking,580,290,8.40483,-1,-102.778,4.8632,-102.778
Braking,581,290.5,7.90483,-1,-102.778,4.82707,-102.778
Braking,582,291,7.40483,-1,-102.778,4.79151,-102.778
Braking,583,291.5,6.90483,-1,-102.778,4.7565,-102.778
Braking,584,292,6.40483,-1,-102.778,4.72204,-102.778
Braking,585,292.5,5.90483,-1,-102.778,4.68815,-102.778
Braking,586,293,5.40483,-1,-102.778,4.65481,-102.778
Braking,587,293.5,4.90483,-1,-102.778,4.62203,-102.778
Braking,588,294,4.40483,-1,-102.778,4.58981,-102.778
Braking,589,294.5,3.90483,-1,-102.778,4.55814,-102.778
Braking,590,295,3.40483,-1,-102.778,4.52703,-102.778
Braking,591,295.5,2.90483,-1,-102.778,4.49648,-102.778
Braking,592,296,2.40483,-1,-102.778,4.46649,-102.778
Braking,593,296.5,1.90483,-1,-102.778,4.43706,-102.778
Braking,594,297,1.40483,-1,-102.778,4.40818,-102.778
Braking,595,297.5,0.90483,-1,-102.778,4.37986,-102.778
Braking,596,298,0.40483,-1,-102.778,4.3521,-102.778
Stopped,597,298,0,0,-102.778,14.5149,-102.778
