Phase,Iteration,Time,Total time,Distance,TotalDistance,Speed,Acceleration,F Motor,F Res,F Total,F Motor/TM,F Res/TM,Torque,RPM,P_motor Out,P_motor In,P_vvvf, P_catenary,Catenary current,VVVF current
Accelerating,141,0.496866,69.1834,17.0551,1335.84,61.8583,0.523725,63.0042,11.7955,51.2087,2.62517,1.96591,9.0306,1144.77,1104.69,1241.22,1292.94,1322.94,881.958,861.958
Accelerating,142,0.496888,69.6803,17.1282,1352.97,62.1185,0.520487,62.7375,11.8454,50.8921,2.61406,1.97423,8.99237,1149.59,1104.64,1241.17,1292.88,1322.88,881.92,861.92
Accelerating,143,0.496908,70.1772,17.2008,1370.17,62.3772,0.51729,62.4746,11.8952,50.5795,2.60311,1.98253,8.9547,1154.38,1104.59,1241.11,1292.82,1322.82,881.883,861.883
Accelerating,144,0.496929,70.6741,17.273,1387.44,62.6343,0.514133,62.2156,11.9448,50.2708,2.59232,1.99079,8.91757,1159.13,1104.54,1241.06,1292.77,1322.77,881.847,861.847
Accelerating,145,0.496949,71.1711,17.3447,1404.78,62.8898,0.511016,61.9602,11.9942,49.966,2.58168,1.99904,8.88096,1163.86,1104.5,1241.01,1292.72,1322.72,881.811,861.811
Accelerating,146,0.496968,71.6681,17.416,1422.2,63.1437,0.507937,61.7085,12.0435,49.665,2.57119,2.00725,8.84488,1168.56,1104.45,1240.96,1292.66,1322.66,881.775,861.775
Accelerating,147,0.496988,72.1651,17.4869,1439.69,63.3962,0.504896,61.4603,12.0927,49.3676,2.56085,2.01544,8.80931,1173.23,1104.41,1240.91,1292.61,1322.61,881.741,861.741
Accelerating,148,0.497007,72.6621,17.5574,1457.24,63.6471,0.501892,61.2156,12.1416,49.0739,2.55065,2.02361,8.77423,1177.88,1104.36,1240.86,1292.56,1322.56,881.707,861.707
Accelerating,149,0.497025,73.1591,17.6274,1474.87,63.8966,0.498924,60.9742,12.1905,48.7837,2.54059,2.03175,8.73963,1182.5,1104.32,1240.81,1292.51,1322.51,881.673,861.673
Accelerating,150,0.497043,73.6561,17.697,1492.57,64.1446,0.495992,60.7361,12.2392,48.497,2.53067,2.03986,8.70551,1187.08,1104.28,1240.76,1292.46,1322.46,881.641,861.641
Accelerating,151,0.497061,74.1532,17.7662,1510.33,64.3911,0.493094,60.5013,12.2877,48.2136,2.52089,2.04795,8.67186,1191.65,1104.24,1240.72,1292.41,1322.41,881.608,861.608
Accelerating,152,0.497079,74.6503,17.835,1528.17,64.6362,0.490229,60.2697,12.3361,47.9335,2.51124,2.05602,8.63865,1196.18,1104.2,1240.67,1292.36,1322.36,881.577,861.577
Accelerating,153,0.497096,75.1474,17.9033,1546.07,64.8799,0.487399,60.0411,12.3844,47.6567,2.50171,2.06406,8.60589,1200.69,1104.16,1240.63,1292.32,1322.32,881.545,861.545
Accelerating,154,0.497113,75.6445,17.9713,1564.04,65.1222,0.4846,59.8156,12.4325,47.3831,2.49232,2.07208,8.57357,1205.18,1104.12,1240.58,1292.27,1322.27,881.515,861.515
Accelerating,155,0.497129,76.1416,18.0389,1582.08,65.3626,0.480689,59.4812,12.4804,47.0007,2.47838,2.08007,8.52563,1209.63,1102,1238.2,1289.79,1319.79,879.86,859.86
Accelerating,156,0.495965,76.6376,18.1061,1600.19,65.6005,0.475736,59.0445,12.5281,46.5164,2.46019,2.08802,8.46305,1214.03,1097.89,1233.58,1284.98,1314.98,876.654,856.654
Accelerating,157,0.494848,77.1324,18.1727,1618.36,65.8359,0.470881,58.6171,12.5755,46.0417,2.44238,2.09591,8.40179,1218.38,1093.85,1229.05,1280.26,1310.26,873.505,853.505
Accelerating,158,0.494897,77.6273,18.2385,1636.6,66.069,0.46612,58.1986,12.6224,45.5762,2.42494,2.10374,8.3418,1222.7,1089.89,1224.59,1275.62,1305.62,870.411,850.411
Accelerating,159,0.494945,78.1223,18.3038,1654.9,66.2997,0.461451,57.7887,12.6691,45.1197,2.40786,2.11151,8.28305,1226.97,1085.99,1220.21,1271.06,1301.06,867.371,847.371
Accelerating,160,0.494992,78.6173,18.3683,1673.27,66.5281,0.456872,57.3872,12.7153,44.6719,2.39114,2.11922,8.2255,1231.2,1082.16,1215.91,1266.57,1296.57,864.383,844.383
Accelerating,161,0.495038,79.1123,18.4323,1691.71,66.7543,0.452378,56.9938,12.7613,44.2325,2.37474,2.12688,8.16911,1235.38,1078.4,1211.68,1262.17,1292.17,861.445,841.445
Accelerating,162,0.495082,79.6074,18.4956,1710.2,66.9783,0.447968,56.6082,12.8069,43.8014,2.35868,2.13448,8.11385,1239.53,1074.69,1207.52,1257.84,1287.84,858.557,838.557
Accelerating,163,0.495126,80.1025,18.5583,1728.76,67.2001,0.44364,56.2303,12.8521,43.3781,2.34293,2.14202,8.05967,1243.63,1071.05,1203.43,1253.57,1283.57,855.717,835.717
Accelerating,164,0.495169,80.5977,18.6203,1747.38,67.4198,0.43939,55.8597,12.8971,42.9626,2.32749,2.14951,8.00655,1247.7,1067.47,1199.41,1249.38,1279.38,852.923,832.923
Accelerating,165,0.49521,81.0929,18.6818,1766.06,67.6374,0.435216,55.4962,12.9417,42.5545,2.31234,2.15695,7.95445,1251.72,1063.95,1195.45,1245.26,1275.26,850.174,830.174
Accelerating,166,0.495251,81.5881,18.7427,1784.8,67.853,0.431117,55.1397,12.986,42.1537,2.29749,2.16433,7.90335,1255.71,1060.48,1191.56,1241.2,1271.2,847.469,827.469
Accelerating,167,0.49529,82.0834,18.803,1803.61,68.0665,0.42709,54.7899,13.03,41.7599,2.28291,2.17166,7.85322,1259.67,1057.07,1187.72,1237.21,1267.21,844.808,824.808
Accelerating,168,0.49533,82.5787,18.8627,1822.47,68.2781,0.423133,54.4466,13.0737,41.373,2.26861,2.17894,7.80402,1263.58,1053.72,1183.95,1233.28,1263.28,842.189,822.189
Accelerating,169,0.495367,83.0741,18.9219,1841.39,68.4877,0.419244,54.1098,13.117,40.9927,2.25457,2.18617,7.75573,1267.46,1050.41,1180.24,1229.41,1259.41,839.61,819.61
Accelerating,170,0.495405,83.5695,18.9806,1860.37,68.6954,0.415421,53.779,13.1601,40.6189,2.24079,2.19335,7.70833,1271.3,1047.16,1176.58,1225.61,1255.61,837.071,817.071
Accelerating,171,0.495441,84.065,19.0387,1879.41,68.9013,0.411662,53.4543,13.2029,40.2514,2.22726,2.20048,7.66178,1275.11,1043.95,1172.98,1221.86,1251.86,834.571,814.571
Accelerating,172,0.495476,84.5604,19.0962,1898.51,69.1052,0.407966,53.1354,13.2454,39.89,2.21398,2.20756,7.61607,1278.89,1040.8,1169.44,1218.16,1248.16,832.108,812.108
Accelerating,173,0.495511,85.0559,19.1533,1917.66,69.3074,0.404331,52.8222,13.2876,39.5346,2.20092,2.21459,7.57118,1282.63,1037.69,1165.94,1214.52,1244.52,829.683,809.683
Accelerating,174,0.495545,85.5515,19.2098,1936.87,69.5078,0.400756,52.5145,13.3295,39.185,2.1881,2.22158,7.52708,1286.34,1034.63,1162.5,1210.94,1240.94,827.293,807.293
Accelerating,175,0.495578,86.0471,19.2658,1956.14,69.7064,0.397238,52.2121,13.3711,38.841,2.17551,2.22852,7.48374,1290.01,1031.61,1159.11,1207.41,1237.41,824.939,804.939
Accelerating,176,0.495611,86.5427,19.3214,1975.46,69.9033,0.393776,51.915,13.4125,38.5026,2.16313,2.23541,7.44115,1293.66,1028.64,1155.77,1203.93,1233.93,822.619,802.619
Accelerating,177,0.495643,87.0383,19.3764,1994.83,70.0985,0.390369,51.623,13.4535,38.1695,2.15096,2.24226,7.39929,1297.27,1025.71,1152.48,1200.5,1230.5,820.333,800.333
Coasting,178,0.495643,87.0383,19.3764,1994.83,70.0985,0.390369,51.623,13.4943,38.1695,2.15096,2.24226,7.39929,1297.27,1025.71,1152.48,1200.5,1230.5,820.333,800.333
Coasting,179,0.495674,87.534,19.431,2014.26,70.0295,-0.13801,0,13.4943,-13.4943,0,2.24906,0,1295.99,0,0,0,30,20,0
Coasting,180,0,87.534,19.4851,2033.75,69.9605,-0.137863,0,13.4799,-13.4799,0,2.24665,0,1294.72,0,0,0,30,20,0
Coasting,181,0.176769,87.7108,19.4851,2053.24,69.8917,-0.137715,0,13.4655,-13.4655,0,2.24425,0,1293.44,0,0,0,30,20,0
Coasting,182,0.499465,88.2102,19.4526,2072.69,69.8229,-0.137568,0,13.4511,-13.4511,0,2.24185,0,1292.17,0,0,0,30,20,0
Coasting,183,0.499465,88.7097,19.4329,2092.12,69.7542,-0.137421,0,13.4368,-13.4368,0,2.23946,0,1290.9,0,0,0,30,20,0
Coasting,184,0.499466,89.2092,19.4096,2111.53,69.6855,-0.137275,0,13.4224,-13.4224,0,2.23707,0,1289.63,0,0,0,30,20,0
Coasting,185,0.499466,89.7086,19.3905,2130.92,69.617,-0.137128,0,13.4081,-13.4081,0,2.23468,0,1288.36,0,0,0,30,20,0
Coasting,186,0.499467,90.2081,19.3714,2150.29,69.5485,-0.136982,0,13.3938,-13.3938,0,2.2323,0,1287.09,0,0,0,30,20,0
Coasting,187,0.499467,90.7076,19.3523,2169.64,69.4801,-0.136837,0,13.3796,-13.3796,0,2.22993,0,1285.83,0,0,0,30,20,0
Coasting,188,0.499467,91.207,19.3333,2188.98,69.4117,-0.136691,0,13.3653,-13.3653,0,2.22756,0,1284.56,0,0,0,30,20,0
Coasting,189,0.499468,91.7065,19.3143,2208.29,69.3435,-0.136546,0,13.3511,-13.3511,0,2.22519,0,1283.3,0,0,0,30,20,0
Coasting,190,0.499468,92.206,19.2953,2227.59,69.2753,-0.136401,0,13.337,-13.337,0,2.22283,0,1282.03,0,0,0,30,20,0
Coasting,191,0.499469,92.7054,19.2763,2246.86,69.2071,-0.136256,0,13.3228,-13.3228,0,2.22047,0,1280.77,0,0,0,30,20,0
Coasting,192,0.499469,93.2049,19.2573,2266.12,69.1391,-0.136111,0,13.3087,-13.3087,0,2.21811,0,1279.51,0,0,0,30,20,0
Coasting,193,0.499469,93.7044,19.2384,2285.36,69.0711,-0.135967,0,13.2946,-13.2946,0,2.21576,0,1278.26,0,0,0,30,20,0
Coasting,194,0.49947,94.2038,19.2195,2304.58,69.0032,-0.135823,0,13.2805,-13.2805,0,2.21341,0,1277,0,0,0,30,20,0
Coasting,195,0.49947,94.7033,19.2006,2323.78,68.9353,-0.135679,0,13.2664,-13.2664,0,2.21107,0,1275.74,0,0,0,30,20,0
Coasting,196,0.49947,95.2028,19.1817,2342.96,68.8676,-0.135536,0,13.2524,-13.2524,0,2.20873,0,1274.49,0,0,0,30,20,0
Coasting,197,0.499471,95.7023,19.1628,2362.12,68.7999,-0.135393,0,13.2384,-13.2384,0,2.2064,0,1273.24,0,0,0,30,20,0
Coasting,198,0.499471,96.2017,19.144,2381.27,68.7322,-0.13525,0,13.2244,-13.2244,0,2.20407,0,1271.99,0,0,0,30,20,0
Coasting,199,0.499472,96.7012,19.1252,2400.39,68.6647,-0.135107,0,13.2105,-13.2105,0,2.20175,0,1270.74,0,0,0,30,20,0
Coasting,200,0.499472,97.2007,19.1064,2419.5,68.5972,-0.134965,0,13.1965,-13.1965,0,2.19942,0,1269.49,0,0,0,30,20,0
Coasting,201,0.499472,97.7001,19.0876,2438.59,68.5298,-0.134822,0,13.1826,-13.1826,0,2.19711,0,1268.24,0,0,0,30,20,0
Coasting,202,0.499473,98.1996,19.0688,2457.66,68.4625,-0.134681,0,13.1688,-13.1688,0,2.19479,0,1266.99,0,0,0,30,20,0
Coasting,203,0.499473,98.6991,19.0501,2476.71,68.3952,-0.134539,0,13.1549,-13.1549,0,2.19249,0,1265.75,0,0,0,30,20,0
Coasting,204,0.499474,99.1986,19.0314,2495.74,68.328,-0.134397,0,13.1411,-13.1411,0,2.19018,0,1264.5,0,0,0,30,20,0
Coasting,205,0.499474,99.698,19.0127,2514.75,68.2609,-0.134256,0,13.1273,-13.1273,0,2.18788,0,1263.26,0,0,0,30,20,0
Coasting,206,0.499474,100.198,18.994,2533.74,68.1938,-0.134115,0,13.1135,-13.1135,0,2.18558,0,1262.02,0,0,0,30,20,0
Coasting,207,0.499475,100.697,18.9753,2552.72,68.1268,-0.133975,0,13.0997,-13.0997,0,2.18329,0,1260.78,0,0,0,30,20,0
Coasting,208,0.499475,101.196,18.9567,2571.68,68.0599,-0.133834,0,13.086,-13.086,0,2.181,0,1259.54,0,0,0,30,20,0
Coasting,209,0.499476,101.696,18.9381,2590.61,67.9931,-0.133694,0,13.0723,-13.0723,0,2.17872,0,1258.31,0,0,0,30,20,0
Coasting,210,0.499476,102.195,18.9195,2609.53,67.9263,-0.133554,0,13.0586,-13.0586,0,2.17644,0,1257.07,0,0,0,30,20,0
Coasting,211,0.499476,102.695,18.9009,2628.43,67.8596,-0.133414,0,13.045,-13.045,0,2.17416,0,1255.84,0,0,0,30,20,0
Coasting,212,0.499477,103.194,18.8823,2647.32,67.7929,-0.133275,0,13.0313,-13.0313,0,2.17189,0,1254.6,0,0,0,30,20,0
Coasting,213,0.499477,103.694,18.8638,2666.18,67.7264,-0.133136,0,13.0177,-13.0177,0,2.16962,0,1253.37,0,0,0,30,20,0
Coasting,214,0.499477,104.193,18.8453,2685.03,67.6599,-0.132997,0,13.0041,-13.0041,0,2.16736,0,1252.14,0,0,0,30,20,0
Coasting,215,0.499478,104.693,18.8268,2703.85,67.5934,-0.132858,0,12.9906,-12.9906,0,2.1651,0,1250.91,0,0,0,30,20,0
Coasting,216,0.499478,105.192,18.8083,2722.66,67.5271,-0.13272,0,12.977,-12.977,0,2.16284,0,1249.68,0,0,0,30,20,0
Coasting,217,0.499479,105.692,18.7898,2741.45,67.4608,-0.132582,0,12.9635,-12.9635,0,2.16059,0,1248.46,0,0,0,30,20,0
Coasting,218,0.499479,106.191,18.7714,2760.22,67.3946,-0.132444,0,12.95,-12.95,0,2.15834,0,1247.23,0,0,0,30,20,0
Coasting,219,0.499479,106.691,18.7529,2778.98,67.3284,-0.132306,0,12.9366,-12.9366,0,2.15609,0,1246.01,0,0,0,30,20,0
Coasting,220,0.49948,107.19,18.7345,2797.71,67.2623,-0.132168,0,12.9231,-12.9231,0,2.15385,0,1244.78,0,0,0,30,20,0
Coasting,221,0.49948,107.69,18.7161,2816.43,67.1963,-0.132031,0,12.9097,-12.9097,0,2.15162,0,1243.56,0,0,0,30,20,0
Coasting,222,0.49948,108.189,18.6978,2835.12,67.1304,-0.131894,0,12.8963,-12.8963,0,2.14939,0,1242.34,0,0,0,30,20,0
Coasting,223,0.499481,108.689,18.6794,2853.8,67.0645,-0.131757,0,12.8829,-12.8829,0,2.14716,0,1241.12,0,0,0,30,20,0
Coasting,224,0.499481,109.188,18.6611,2872.46,66.9987,-0.131621,0,12.8696,-12.8696,0,2.14493,0,1239.9,0,0,0,30,20,0
Coasting,225,0.499482,109.688,18.6428,2891.11,66.9329,-0.131485,0,12.8563,-12.8563,0,2.14271,0,1238.69,0,0,0,30,20,0
Coasting,226,0.499482,110.187,18.6245,2909.73,66.8673,-0.131349,0,12.843,-12.843,0,2.1405,0,1237.47,0,0,0,30,20,0
Coasting,227,0.499482,110.687,18.6062,2928.34,66.8016,-0.131213,0,12.8297,-12.8297,0,2.13828,0,1236.26,0,0,0,30,20,0
Coasting,228,0.499483,111.186,18.5879,2946.93,66.7361,-0.131077,0,12.8164,-12.8164,0,2.13607,0,1235.04,0,0,0,30,20,0
Coasting,229,0.499483,111.686,18.5697,2965.49,66.6706,-0.130942,0,12.8032,-12.8032,0,2.13387,0,1233.83,0,0,0,30,20,0
Coasting,230,0.499483,112.185,18.5515,2984.05,66.6052,-0.130807,0,12.79,-12.79,0,2.13167,0,1232.62,0,0,0,30,20,0
Coasting,231,0.499484,112.684,18.5333,3002.58,66.5399,-0.130672,0,12.7768,-12.7768,0,2.12947,0,1231.41,0,0,0,30,20,0
Coasting,232,0.499484,113.184,18.5151,3021.09,66.4746,-0.130537,0,12.7637,-12.7637,0,2.12728,0,1230.21,0,0,0,30,20,0
Coasting,233,0.499485,113.683,18.4969,3039.59,66.4094,-0.130403,0,12.7505,-12.7505,0,2.12509,0,1229,0,0,0,30,20,0
Coasting,234,0.499485,114.183,18.4788,3058.07,66.3443,-0.130269,0,12.7374,-12.7374,0,2.1229,0,1227.79,0,0,0,30,20,0
Coasting,235,0.499485,114.682,18.4607,3076.53,66.2792,-0.130135,0,12.7243,-12.7243,0,2.12072,0,1226.59,0,0,0,30,20,0
Coasting,236,0.499486,115.182,18.4425,3094.97,66.2142,-0.130001,0,12.7112,-12.7112,0,2.11854,0,1225.39,0,0,0,30,20,0
Coasting,237,0.499486,115.681,18.4245,3113.4,66.1493,-0.129868,0,12.6982,-12.6982,0,2.11637,0,1224.18,0,0,0,30,20,0
Coasting,238,0.499486,116.181,18.4064,3131.8,66.0844,-0.129735,0,12.6852,-12.6852,0,2.1142,0,1222.98,0,0,0,30,20,0
Coasting,239,0.499487,116.68,18.3883,3150.19,66.0196,-0.129602,0,12.6722,-12.6722,0,2.11203,0,1221.78,0,0,0,30,20,0
Coasting,240,0.499487,117.18,18.3703,3168.56,65.9549,-0.129469,0,12.6592,-12.6592,0,2.10987,0,1220.59,0,0,0,30,20,0
Coasting,241,0.499488,117.679,18.3523,3186.92,65.8902,-0.129337,0,12.6462,-12.6462,0,2.10771,0,1219.39,0,0,0,30,20,0
Coasting,242,0.499488,118.179,18.3343,3205.25,65.8256,-0.129204,0,12.6333,-12.6333,0,2.10555,0,1218.19,0,0,0,30,20,0
Coasting,243,0.499488,118.678,18.3163,3223.57,65.7611,-0.129072,0,12.6204,-12.6204,0,2.1034,0,1217,0,0,0,30,20,0
Coasting,244,0.499489,119.178,18.2984,3241.86,65.6966,-0.12894,0,12.6075,-12.6075,0,2.10125,0,1215.81,0,0,0,30,20,0
Coasting,245,0.499489,119.677,18.2804,3260.14,65.6322,-0.128809,0,12.5946,-12.5946,0,2.09911,0,1214.62,0,0,0,30,20,0
Coasting,246,0.499489,120.177,18.2625,3278.41,65.5679,-0.128677,0,12.5818,-12.5818,0,2.09697,0,1213.42,0,0,0,30,20,0
Coasting,247,0.49949,120.676,18.2446,3296.65,65.5036,-0.128546,0,12.569,-12.569,0,2.09483,0,1212.24,0,0,0,30,20,0
Coasting,248,0.49949,121.176,18.2267,3314.88,65.4394,-0.128415,0,12.5562,-12.5562,0,2.0927,0,1211.05,0,0,0,30,20,0
Coasting,249,0.499491,121.675,18.2088,3333.09,65.3752,-0.128285,0,12.5434,-12.5434,0,2.09057,0,1209.86,0,0,0,30,20,0
Coasting,250,0.499491,122.175,18.191,3351.28,65.3112,-0.128154,0,12.5306,-12.5306,0,2.08844,0,1208.67,0,0,0,30,20,0
Coasting,251,0.499491,122.674,18.1732,3369.45,65.2472,-0.128024,0,12.5179,-12.5179,0,2.08632,0,1207.49,0,0,0,30,20,0
Coasting,252,0.499492,123.174,18.1553,3387.61,65.1832,-0.127894,0,12.5052,-12.5052,0,2.0842,0,1206.31,0,0,0,30,20,0
Coasting,253,0.499492,123.673,18.1376,3405.74,65.1193,-0.127764,0,12.4925,-12.4925,0,2.08209,0,1205.12,0,0,0,30,20,0
Coasting,254,0.499492,124.173,18.1198,3423.86,65.0555,-0.127635,0,12.4799,-12.4799,0,2.07998,0,1203.94,0,0,0,30,20,0
Coasting,255,0.499493,124.672,18.102,3441.97,64.9918,-0.127506,0,12.4672,-12.4672,0,2.07787,0,1202.76,0,0,0,30,20,0
Coasting,256,0.499493,125.172,18.0843,3460.05,64.9281,-0.127376,0,12.4546,-12.4546,0,2.07577,0,1201.58,0,0,0,30,20,0
Accelerating,257,0.499493,125.671,18.0666,3478.12,65.1701,0.484049,59.7713,12.442,47.3293,2.49047,2.07367,8.56721,1206.06,1104.11,1240.57,1292.26,1322.26,881.509,861.509
Accelerating,258,0.499494,126.171,18.0488,3496.17,65.4099,0.479699,59.3939,12.4899,46.9039,2.47474,2.08165,8.51312,1210.5,1101.18,1237.28,1288.83,1318.83,879.22,859.22
Accelerating,259,1.90007,128.071,18.0312,3514.2,65.6473,0.474766,58.9591,12.5375,46.4215,2.45663,2.08959,8.4508,1214.89,1097.08,1232.68,1284.04,1314.04,876.025,856.025
Accelerating,260,0.495507,128.566,18.1196,3532.32,65.8823,0.469929,58.5335,12.5848,45.9486,2.43889,2.09747,8.3898,1219.24,1093.06,1228.16,1279.33,1309.33,872.888,852.888
Accelerating,261,0.494858,129.061,18.41,3550.73,66.1149,0.465187,58.1167,12.6317,45.485,2.42153,2.10529,8.33006,1223.55,1089.11,1223.72,1274.71,1304.71,869.804,849.804
Accelerating,262,0.494907,129.556,18.2516,3568.98,66.3452,0.460536,57.7085,12.6783,45.0302,2.40452,2.11305,8.27155,1227.81,1085.23,1219.36,1270.16,1300.16,866.775,846.775
Accelerating,263,0.494954,130.051,18.3166,3587.29,66.5731,0.455974,57.3086,12.7245,44.5841,2.38786,2.12075,8.21423,1232.03,1081.41,1215.07,1265.7,1295.7,863.797,843.797
Accelerating,264,0.495001,130.546,18.3811,3605.68,66.7989,0.451497,56.9168,12.7704,44.1464,2.37153,2.12839,8.15807,1236.21,1077.66,1210.85,1261.3,1291.3,860.869,840.869
Accelerating,265,0.495047,131.041,18.4449,3624.12,67.0224,0.447104,56.5327,12.8159,43.7168,2.35553,2.13598,8.10302,1240.34,1073.97,1206.71,1256.99,1286.99,857.99,837.99
Accelerating,266,0.495091,131.536,18.5081,3642.63,67.2438,0.442791,56.1562,12.8611,43.2951,2.33984,2.14351,8.04906,1244.44,1070.34,1202.63,1252.74,1282.74,855.159,835.159
Accelerating,267,0.495135,132.031,18.5706,3661.2,67.4631,0.438557,55.787,12.906,42.8811,2.32446,2.15099,7.99614,1248.5,1066.77,1198.62,1248.56,1278.56,852.374,832.374
Accelerating,268,0.495177,132.526,18.6326,3679.83,67.6803,0.434398,55.425,12.9505,42.4745,2.30937,2.15842,7.94425,1252.52,1063.26,1194.67,1244.45,1274.45,849.634,829.634
Accelerating,269,0.495218,133.022,18.6939,3698.53,67.8955,0.430313,55.0698,12.9947,42.0751,2.29458,2.16579,7.89334,1256.5,1059.8,1190.79,1240.41,1270.41,846.939,826.939
Accelerating,270,0.495259,133.517,18.7547,3717.28,68.1086,0.4263,54.7213,13.0387,41.6827,2.28006,2.17311,7.84339,1260.44,1056.4,1186.97,1236.43,1266.43,844.285,824.285
Accelerating,271,0.495298,134.012,18.8149,3736.1,68.3198,0.422356,54.3794,13.0823,41.2971,2.26581,2.18038,7.79437,1264.35,1053.06,1183.21,1232.51,1262.51,841.674,821.674
Accelerating,272,0.495337,134.508,18.8745,3754.97,68.529,0.418481,54.0437,13.1256,40.9181,2.25182,2.1876,7.74626,1268.23,1049.76,1179.51,1228.65,1258.65,839.103,819.103
Accelerating,273,0.495375,135.003,18.9336,3773.9,68.7364,0.414671,53.7142,13.1686,40.5456,2.23809,2.19477,7.69903,1272.06,1046.52,1175.86,1224.86,1254.86,836.572,816.572
Accelerating,274,0.495412,135.498,18.9921,3792.9,68.9418,0.410925,53.3906,13.2113,40.1793,2.22461,2.20189,7.65266,1275.86,1043.32,1172.27,1221.12,1251.12,834.079,814.079
Accelerating,275,0.495448,135.994,19.0501,3811.95,69.1455,0.407241,53.0729,13.2538,39.8191,2.21137,2.20896,7.60711,1279.63,1040.18,1168.74,1217.44,1247.44,831.625,811.625
Accelerating,276,0.495483,136.489,19.1076,3831.05,69.3473,0.403618,52.7608,13.2959,39.4649,2.19836,2.21598,7.56237,1283.37,1037.08,1165.26,1213.81,1243.81,829.206,809.206
Accelerating,277,0.495518,136.985,19.1645,3850.22,69.5473,0.400054,52.4541,13.3377,39.1164,2.18559,2.22296,7.51842,1287.07,1034.03,1161.83,1210.24,1240.24,826.824,806.824
Accelerating,278,0.495552,137.48,19.221,3869.44,69.7456,0.396547,52.1528,13.3793,38.7735,2.17303,2.22989,7.47524,1290.74,1031.02,1158.45,1206.71,1236.71,824.476,804.476
Accelerating,279,0.495585,137.976,19.2769,3888.72,69.9421,0.393096,51.8567,13.4206,38.4361,2.1607,2.23677,7.4328,1294.38,1028.05,1155.11,1203.24,1233.24,822.163,802.163
Accelerating,280,0.495617,138.472,19.3323,3908.05,70.137,0.3897,51.5657,13.4616,38.104,2.14857,2.24361,7.39108,1297.98,1025.13,1151.83,1199.82,1229.82,819.883,799.883
Coasting,281,0.495617,138.472,19.3323,3908.05,70.137,0.3897,51.5657,13.5024,38.104,2.14857,2.24361,7.39108,1297.98,1025.13,1151.83,1199.82,1229.82,819.883,799.883
Coasting,282,0.495649,138.967,19.3873,3927.44,70.0679,-0.138093,0,13.5024,-13.5024,0,2.2504,0,1296.7,0,0,0,30,20,0
Coasting,283,0.49568,139.463,19.4418,3946.88,69.9989,-0.137945,0,13.488,-13.488,0,2.24799,0,1295.43,0,0,0,30,20,0
Coasting,284,0,139.463,19.4958,3966.37,69.93,-0.137797,0,13.4735,-13.4735,0,2.24559,0,1294.15,0,0,0,30,20,0
Coasting,285,0.177178,139.64,19.4958,3985.87,69.8612,-0.13765,0,13.4591,-13.4591,0,2.24319,0,1292.88,0,0,0,30,20,0
Coasting,286,0.499465,140.14,19.4586,4005.33,69.7925,-0.137503,0,13.4448,-13.4448,0,2.24079,0,1291.61,0,0,0,30,20,0
Coasting,287,0.499465,140.639,19.4442,4024.77,69.7238,-0.137356,0,13.4304,-13.4304,0,2.2384,0,1290.34,0,0,0,30,20,0
Coasting,288,0.499466,141.138,19.4244,4044.2,69.6552,-0.13721,0,13.4161,-13.4161,0,2.23601,0,1289.07,0,0,0,30,20,0
Coasting,289,0.499466,141.638,19.4011,4063.6,69.5867,-0.137064,0,13.4018,-13.4018,0,2.23363,0,1287.8,0,0,0,30,20,0
Coasting,290,0.499466,142.137,19.382,4082.98,69.5182,-0.136918,0,13.3875,-13.3875,0,2.23125,0,1286.53,0,0,0,30,20,0
Coasting,291,0.499467,142.637,19.363,4102.34,69.4498,-0.136772,0,13.3733,-13.3733,0,2.22888,0,1285.27,0,0,0,30,20,0
Coasting,292,0.499467,143.136,19.3439,4121.69,69.3815,-0.136627,0,13.359,-13.359,0,2.22651,0,1284,0,0,0,30,20,0
Coasting,293,0.499468,143.636,19.3249,4141.01,69.3133,-0.136481,0,13.3449,-13.3449,0,2.22414,0,1282.74,0,0,0,30,20,0
Coasting,294,0.499468,144.135,19.3059,4160.32,69.2451,-0.136337,0,13.3307,-13.3307,0,2.22178,0,1281.48,0,0,0,30,20,0
Coasting,295,0.499468,144.635,19.2869,4179.6,69.177,-0.136192,0,13.3165,-13.3165,0,2.21942,0,1280.22,0,0,0,30,20,0
Coasting,296,0.499469,145.134,19.2679,4198.87,69.109,-0.136048,0,13.3024,-13.3024,0,2.21707,0,1278.96,0,0,0,30,20,0
Coasting,297,0.499469,145.634,19.249,4218.12,69.041,-0.135903,0,13.2883,-13.2883,0,2.21472,0,1277.7,0,0,0,30,20,0
Coasting,298,0.49947,146.133,19.23,4237.35,68.9731,-0.13576,0,13.2743,-13.2743,0,2.21238,0,1276.44,0,0,0,30,20,0
Coasting,299,0.49947,146.633,19.2111,4256.56,68.9053,-0.135616,0,13.2602,-13.2602,0,2.21004,0,1275.19,0,0,0,30,20,0
Coasting,300,0.49947,147.132,19.1922,4275.75,68.8376,-0.135473,0,13.2462,-13.2462,0,2.2077,0,1273.94,0,0,0,30,20,0
Coasting,301,0.499471,147.632,19.1734,4294.93,68.7699,-0.135329,0,13.2322,-13.2322,0,2.20537,0,1272.68,0,0,0,30,20,0
Coasting,302,0.499471,148.131,19.1545,4314.08,68.7023,-0.135187,0,13.2182,-13.2182,0,2.20304,0,1271.43,0,0,0,30,20,0
Coasting,303,0.499471,148.63,19.1357,4333.22,68.6348,-0.135044,0,13.2043,-13.2043,0,2.20072,0,1270.18,0,0,0,30,20,0
