Phase,Iteration,Time,Total time,Distance,TotalDistance,Speed,Acceleration,F Motor,F Res,F Total,F Motor/TM,F Res/TM,Torque,RPM,P_motor Out,P_motor In,P_vvvf, P_catenary,Catenary current,VVVF current
Coasting,304,0.499472,149.13,19.1169,4352.33,68.5674,-0.134902,0,13.1904,-13.1904,0,2.1984,0,1268.93,0,0,0,30,20,0
Coasting,305,0.499472,149.629,19.0981,4371.43,68.5,-0.13476,0,13.1765,-13.1765,0,2.19608,0,1267.69,0,0,0,30,20,0
Coasting,306,0.499473,150.129,19.0793,4390.51,68.4327,-0.134618,0,13.1626,-13.1626,0,2.19377,0,1266.44,0,0,0,30,20,0
Coasting,307,0.499473,150.628,19.0605,4409.57,68.3654,-0.134476,0,13.1488,-13.1488,0,2.19146,0,1265.2,0,0,0,30,20,0
Coasting,308,0.499473,151.128,19.0418,4428.61,68.2983,-0.134335,0,13.135,-13.135,0,2.18916,0,1263.95,0,0,0,30,20,0
Coasting,309,0.499474,151.627,19.0231,4447.64,68.2312,-0.134194,0,13.1212,-13.1212,0,2.18686,0,1262.71,0,0,0,30,20,0
Coasting,310,0.499474,152.127,19.0044,4466.64,68.1641,-0.134053,0,13.1074,-13.1074,0,2.18457,0,1261.47,0,0,0,30,20,0
Coasting,311,0.499475,152.626,18.9857,4485.63,68.0972,-0.133912,0,13.0937,-13.0937,0,2.18228,0,1260.23,0,0,0,30,20,0
Coasting,312,0.499475,153.126,18.9671,4504.59,68.0303,-0.133772,0,13.0799,-13.0799,0,2.17999,0,1259,0,0,0,30,20,0
Coasting,313,0.499475,153.625,18.9485,4523.54,67.9635,-0.133632,0,13.0662,-13.0662,0,2.17771,0,1257.76,0,0,0,30,20,0
Coasting,314,0.499476,154.125,18.9298,4542.47,67.8967,-0.133492,0,13.0526,-13.0526,0,2.17543,0,1256.52,0,0,0,30,20,0
Coasting,315,0.499476,154.624,18.9112,4561.38,67.8301,-0.133353,0,13.0389,-13.0389,0,2.17315,0,1255.29,0,0,0,30,20,0
Coasting,316,0.499476,155.124,18.8927,4580.28,67.7635,-0.133213,0,13.0253,-13.0253,0,2.17088,0,1254.06,0,0,0,30,20,0
Coasting,317,0.499477,155.623,18.8741,4599.15,67.6969,-0.133074,0,13.0117,-13.0117,0,2.16862,0,1252.83,0,0,0,30,20,0
Coasting,318,0.499477,156.123,18.8556,4618.01,67.6305,-0.132935,0,12.9981,-12.9981,0,2.16636,0,1251.6,0,0,0,30,20,0
Coasting,319,0.499478,156.622,18.8371,4636.84,67.5641,-0.132797,0,12.9846,-12.9846,0,2.1641,0,1250.37,0,0,0,30,20,0
Coasting,320,0.499478,157.122,18.8186,4655.66,67.4977,-0.132659,0,12.9711,-12.9711,0,2.16184,0,1249.14,0,0,0,30,20,0
Coasting,321,0.499478,157.621,18.8001,4674.46,67.4315,-0.13252,0,12.9576,-12.9576,0,2.15959,0,1247.91,0,0,0,30,20,0
Coasting,322,0.499479,158.121,18.7816,4693.24,67.3653,-0.132383,0,12.9441,-12.9441,0,2.15735,0,1246.69,0,0,0,30,20,0
Coasting,323,0.499479,158.62,18.7632,4712.01,67.2992,-0.132245,0,12.9306,-12.9306,0,2.1551,0,1245.46,0,0,0,30,20,0
Coasting,324,0.499479,159.119,18.7448,4730.75,67.2331,-0.132108,0,12.9172,-12.9172,0,2.15286,0,1244.24,0,0,0,30,20,0
Coasting,325,0.49948,159.619,18.7264,4749.48,67.1671,-0.13197,0,12.9038,-12.9038,0,2.15063,0,1243.02,0,0,0,30,20,0
Coasting,326,0.49948,160.118,18.708,4768.19,67.1012,-0.131834,0,12.8904,-12.8904,0,2.1484,0,1241.8,0,0,0,30,20,0
Coasting,327,0.499481,160.618,18.6896,4786.88,67.0353,-0.131697,0,12.877,-12.877,0,2.14617,0,1240.58,0,0,0,30,20,0
Coasting,328,0.499481,161.117,18.6713,4805.55,66.9696,-0.131561,0,12.8637,-12.8637,0,2.14395,0,1239.36,0,0,0,30,20,0
Coasting,329,0.499481,161.617,18.653,4824.2,66.9039,-0.131424,0,12.8504,-12.8504,0,2.14173,0,1238.15,0,0,0,30,20,0
Coasting,330,0.499482,162.116,18.6347,4842.83,66.8382,-0.131288,0,12.8371,-12.8371,0,2.13952,0,1236.93,0,0,0,30,20,0
Coasting,331,0.499482,162.616,18.6164,4861.45,66.7726,-0.131153,0,12.8238,-12.8238,0,2.1373,0,1235.72,0,0,0,30,20,0
Coasting,332,0.499483,163.115,18.5981,4880.05,66.7071,-0.131017,0,12.8106,-12.8106,0,2.1351,0,1234.51,0,0,0,30,20,0
Coasting,333,0.499483,163.615,18.5798,4898.63,66.6417,-0.130882,0,12.7974,-12.7974,0,2.13289,0,1233.3,0,0,0,30,20,0
Coasting,334,0.499483,164.114,18.5616,4917.19,66.5763,-0.130747,0,12.7842,-12.7842,0,2.13069,0,1232.09,0,0,0,30,20,0
Coasting,335,0.499484,164.614,18.5434,4935.73,66.511,-0.130612,0,12.771,-12.771,0,2.1285,0,1230.88,0,0,0,30,20,0
Coasting,336,0.499484,165.113,18.5252,4954.26,66.4458,-0.130478,0,12.7578,-12.7578,0,2.12631,0,1229.67,0,0,0,30,20,0
Coasting,337,0.499484,165.613,18.507,4972.77,66.3806,-0.130344,0,12.7447,-12.7447,0,2.12412,0,1228.47,0,0,0,30,20,0
Coasting,338,0.499485,166.112,18.4889,4991.25,66.3155,-0.13021,0,12.7316,-12.7316,0,2.12193,0,1227.26,0,0,0,30,20,0
Coasting,339,0.499485,166.612,18.4708,5009.73,66.2505,-0.130076,0,12.7185,-12.7185,0,2.11975,0,1226.06,0,0,0,30,20,0
Coasting,340,0.499486,167.111,18.4526,5028.18,66.1855,-0.129942,0,12.7055,-12.7055,0,2.11758,0,1224.85,0,0,0,30,20,0
Coasting,341,0.499486,167.611,18.4345,5046.61,66.1206,-0.129809,0,12.6924,-12.6924,0,2.1154,0,1223.65,0,0,0,30,20,0
Coasting,342,0.499486,168.11,18.4165,5065.03,66.0557,-0.129676,0,12.6794,-12.6794,0,2.11324,0,1222.45,0,0,0,30,20,0
Coasting,343,0.499487,168.61,18.3984,5083.43,65.991,-0.129543,0,12.6664,-12.6664,0,2.11107,0,1221.25,0,0,0,30,20,0
Coasting,344,0.499487,169.109,18.3804,5101.81,65.9263,-0.12941,0,12.6535,-12.6535,0,2.10891,0,1220.06,0,0,0,30,20,0
Coasting,345,0.499487,169.609,18.3623,5120.17,65.8616,-0.129278,0,12.6405,-12.6405,0,2.10675,0,1218.86,0,0,0,30,20,0
Coasting,346,0.499488,170.108,18.3443,5138.51,65.797,-0.129146,0,12.6276,-12.6276,0,2.1046,0,1217.67,0,0,0,30,20,0
Coasting,347,0.499488,170.608,18.3263,5156.84,65.7325,-0.129014,0,12.6147,-12.6147,0,2.10245,0,1216.47,0,0,0,30,20,0
Coasting,348,0.499488,171.107,18.3084,5175.15,65.6681,-0.128882,0,12.6018,-12.6018,0,2.1003,0,1215.28,0,0,0,30,20,0
Coasting,349,0.499489,171.607,18.2904,5193.44,65.6037,-0.128751,0,12.589,-12.589,0,2.09816,0,1214.09,0,0,0,30,20,0
Coasting,350,0.499489,172.106,18.2725,5211.71,65.5394,-0.128619,0,12.5761,-12.5761,0,2.09602,0,1212.9,0,0,0,30,20,0
Coasting,351,0.49949,172.606,18.2546,5229.97,65.4752,-0.128488,0,12.5633,-12.5633,0,2.09389,0,1211.71,0,0,0,30,20,0
Coasting,352,0.49949,173.105,18.2367,5248.2,65.411,-0.128358,0,12.5505,-12.5505,0,2.09175,0,1210.52,0,0,0,30,20,0
Coasting,353,0.49949,173.605,18.2188,5266.42,65.3469,-0.128227,0,12.5378,-12.5378,0,2.08963,0,1209.33,0,0,0,30,20,0
Coasting,354,0.499491,174.104,18.2009,5284.62,65.2828,-0.128097,0,12.525,-12.525,0,2.0875,0,1208.15,0,0,0,30,20,0
Coasting,355,0.499491,174.604,18.1831,5302.81,65.2188,-0.127967,0,12.5123,-12.5123,0,2.08538,0,1206.97,0,0,0,30,20,0
Coasting,356,0.499491,175.103,18.1653,5320.97,65.1549,-0.127837,0,12.4996,-12.4996,0,2.08327,0,1205.78,0,0,0,30,20,0
Coasting,357,0.499492,175.603,18.1475,5339.12,65.0911,-0.127707,0,12.4869,-12.4869,0,2.08115,0,1204.6,0,0,0,30,20,0
Coasting,358,0.499492,176.102,18.1297,5357.25,65.0273,-0.127578,0,12.4743,-12.4743,0,2.07904,0,1203.42,0,0,0,30,20,0
Coasting,359,0.499493,176.601,18.1119,5375.36,64.9636,-0.127448,0,12.4616,-12.4616,0,2.07694,0,1202.24,0,0,0,30,20,0
Coasting,360,0.499493,177.101,18.0942,5393.45,64.8999,-0.127319,0,12.449,-12.449,0,2.07484,0,1201.06,0,0,0,30,20,0
Accelerating,361,0.499493,177.6,18.0764,5411.53,65.1421,0.484372,59.7972,12.4364,47.3608,2.49155,2.07274,8.57093,1205.54,1104.11,1240.58,1292.27,1322.27,881.512,861.512
Accelerating,362,0.499494,178.1,18.0587,5429.59,65.3822,0.480279,59.4449,12.4844,46.9606,2.47687,2.08073,8.52044,1209.99,1101.66,1237.82,1289.39,1319.39,879.594,859.594
Accelerating,363,0.499494,178.599,18.041,5447.63,65.6199,0.475333,59.0091,12.532,46.477,2.45871,2.08867,8.45797,1214.39,1097.55,1233.21,1284.59,1314.59,876.393,856.393
Accelerating,364,1.90219,180.502,18.0233,5465.65,65.8551,0.470486,58.5824,12.5793,46.0031,2.44093,2.09656,8.39681,1218.74,1093.52,1228.68,1279.87,1309.87,873.249,853.249
Accelerating,365,0.495775,180.997,18.1118,5483.77,66.088,0.465733,58.1646,12.6263,45.5383,2.42353,2.10438,8.33693,1223.05,1089.56,1224.23,1275.24,1305.24,870.16,850.16
Accelerating,366,0.494852,181.492,18.1784,5501.94,66.3185,0.461072,57.7554,12.6729,45.0826,2.40648,2.11215,8.27828,1227.32,1085.67,1219.86,1270.69,1300.69,867.124,847.124
Accelerating,367,0.494901,181.987,18.4666,5520.41,66.5468,0.456499,57.3546,12.7191,44.6355,2.38978,2.11986,8.22083,1231.54,1081.85,1215.56,1266.21,1296.21,864.14,844.14
Accelerating,368,0.494949,182.482,18.3092,5538.72,66.7728,0.452013,56.9618,12.765,44.1968,2.37341,2.12751,8.16453,1235.72,1078.09,1211.34,1261.81,1291.81,861.206,841.206
Accelerating,369,0.494996,182.977,18.3736,5557.09,66.9966,0.44761,56.5769,12.8106,43.7663,2.35737,2.1351,8.10935,1239.87,1074.39,1207.18,1257.48,1287.48,858.322,838.322
Accelerating,370,0.495041,183.472,18.4375,5575.53,67.2182,0.443288,56.1995,12.8559,43.3437,2.34165,2.14264,8.05527,1243.97,1070.76,1203.1,1253.23,1283.23,855.485,835.485
Accelerating,371,0.495086,183.967,18.5008,5594.03,67.4378,0.439044,55.8295,12.9008,42.9288,2.32623,2.15013,8.00223,1248.03,1067.18,1199.08,1249.04,1279.04,852.695,832.695
Accelerating,372,0.49513,184.462,18.5634,5612.6,67.6552,0.434877,55.4666,12.9454,42.5213,2.31111,2.15756,7.95022,1252.05,1063.66,1195.13,1244.93,1274.93,849.95,829.95
Accelerating,373,0.495172,184.958,18.6254,5631.22,67.8706,0.430784,55.1107,12.9896,42.1211,2.29628,2.16494,7.8992,1256.04,1060.2,1191.24,1240.87,1270.87,847.249,827.249
Accelerating,374,0.495213,185.453,18.6868,5649.91,68.084,0.426762,54.7614,13.0336,41.7279,2.28173,2.17226,7.84914,1259.99,1056.8,1187.41,1236.89,1266.89,844.591,824.591
Accelerating,375,0.495254,185.948,18.7477,5668.66,68.2954,0.422811,54.4187,13.0772,41.3415,2.26745,2.17954,7.80002,1263.9,1053.44,1183.64,1232.96,1262.96,841.975,821.975
Accelerating,376,0.495294,186.443,18.8079,5687.46,68.5048,0.418927,54.0824,13.1206,40.9618,2.25343,2.18676,7.7518,1267.78,1050.14,1179.94,1229.1,1259.1,839.4,819.4
Accelerating,377,0.495332,186.939,18.8676,5706.33,68.7124,0.41511,53.7521,13.1636,40.5885,2.23967,2.19394,7.70447,1271.62,1046.89,1176.28,1225.3,1255.3,836.864,816.864
Accelerating,378,0.49537,187.434,18.9268,5725.26,68.9181,0.411356,53.4279,13.2064,40.2215,2.22616,2.20106,7.658,1275.42,1043.69,1172.69,1221.55,1251.55,834.367,814.367
Accelerating,379,0.495407,187.929,18.9853,5744.24,69.1219,0.407666,53.1095,13.2488,39.8606,2.21289,2.20814,7.61236,1279.2,1040.54,1169.15,1217.86,1247.86,831.908,811.908
Accelerating,380,0.495444,188.425,19.0434,5763.29,69.3239,0.404035,52.7967,13.291,39.5057,2.19986,2.21517,7.56753,1282.94,1037.44,1165.66,1214.23,1244.23,829.485,809.485
Accelerating,381,0.495479,188.92,19.1009,5782.39,69.5242,0.400465,52.4894,13.3329,39.1565,2.18706,2.22215,7.52349,1286.64,1034.38,1162.22,1210.65,1240.65,827.099,807.099
Accelerating,382,0.495514,189.416,19.1579,5801.55,69.7226,0.396951,52.1875,13.3745,38.813,2.17448,2.22908,7.48021,1290.31,1031.36,1158.84,1207.12,1237.12,824.747,804.747
Accelerating,383,0.495548,189.911,19.2144,5820.76,69.9194,0.393494,51.8908,13.4158,38.475,2.16212,2.23597,7.43769,1293.96,1028.39,1155.5,1203.64,1233.64,822.43,802.43
Accelerating,384,0.495581,190.407,19.2704,5840.03,70.1144,0.390092,51.5992,13.4569,38.1423,2.14997,2.24282,7.39589,1297.56,1025.47,1152.21,1200.22,1230.22,820.146,800.146
Coasting,385,0.495581,190.407,19.2704,5840.03,70.1144,0.390092,51.5992,13.4977,38.1423,2.14997,2.24282,7.39589,1297.56,1025.47,1152.21,1200.22,1230.22,820.146,800.146
Coasting,386,0.495614,190.903,19.3259,5859.36,70.0454,-0.138045,0,13.4977,-13.4977,0,2.24961,0,1296.29,0,0,0,30,20,0
Coasting,387,0.495645,191.398,19.3809,5878.74,69.9765,-0.137897,0,13.4832,-13.4832,0,2.24721,0,1295.01,0,0,0,30,20,0
Coasting,388,0.495677,191.894,19.4355,5898.17,69.9076,-0.137749,0,13.4688,-13.4688,0,2.2448,0,1293.74,0,0,0,30,20,0
Coasting,389,0,191.894,19.4895,5917.66,69.8388,-0.137602,0,13.4544,-13.4544,0,2.24241,0,1292.46,0,0,0,30,20,0
Coasting,390,0.176939,192.071,19.4895,5937.15,69.7701,-0.137455,0,13.4401,-13.4401,0,2.24001,0,1291.19,0,0,0,30,20,0
Coasting,391,0.499465,192.57,19.4523,5956.6,69.7014,-0.137309,0,13.4257,-13.4257,0,2.23762,0,1289.92,0,0,0,30,20,0
Coasting,392,0.499465,193.07,19.4332,5976.04,69.6328,-0.137162,0,13.4114,-13.4114,0,2.23524,0,1288.65,0,0,0,30,20,0
Coasting,393,0.499466,193.569,19.4188,5995.46,69.5643,-0.137016,0,13.3971,-13.3971,0,2.23285,0,1287.38,0,0,0,30,20,0
Coasting,394,0.499466,194.069,19.3991,6014.85,69.4959,-0.13687,0,13.3829,-13.3829,0,2.23048,0,1286.12,0,0,0,30,20,0
Coasting,395,0.499467,194.568,19.3758,6034.23,69.4275,-0.136725,0,13.3686,-13.3686,0,2.2281,0,1284.85,0,0,0,30,20,0
Coasting,396,0.499467,195.068,19.3567,6053.59,69.3592,-0.136579,0,13.3544,-13.3544,0,2.22574,0,1283.59,0,0,0,30,20,0
Coasting,397,0.499467,195.567,19.3377,6072.93,69.291,-0.136434,0,13.3402,-13.3402,0,2.22337,0,1282.33,0,0,0,30,20,0
Coasting,398,0.499468,196.067,19.3187,6092.24,69.2229,-0.136289,0,13.3261,-13.3261,0,2.22101,0,1281.07,0,0,0,30,20,0
Coasting,399,0.499468,196.566,19.2997,6111.54,69.1548,-0.136145,0,13.3119,-13.3119,0,2.21866,0,1279.81,0,0,0,30,20,0
Coasting,400,0.499468,197.066,19.2807,6130.82,69.0868,-0.136,0,13.2978,-13.2978,0,2.2163,0,1278.55,0,0,0,30,20,0
Coasting,401,0.499469,197.565,19.2617,6150.09,69.0189,-0.135856,0,13.2837,-13.2837,0,2.21396,0,1277.29,0,0,0,30,20,0
Coasting,402,0.499469,198.064,19.2428,6169.33,68.951,-0.135713,0,13.2697,-13.2697,0,2.21161,0,1276.03,0,0,0,30,20,0
Coasting,403,0.49947,198.564,19.2239,6188.55,68.8832,-0.135569,0,13.2556,-13.2556,0,2.20927,0,1274.78,0,0,0,30,20,0
Coasting,404,0.49947,199.063,19.2049,6207.76,68.8155,-0.135426,0,13.2416,-13.2416,0,2.20694,0,1273.53,0,0,0,30,20,0
Coasting,405,0.49947,199.563,19.1861,6226.94,68.7479,-0.135283,0,13.2277,-13.2277,0,2.20461,0,1272.27,0,0,0,30,20,0
Coasting,406,0.499471,200.062,19.1672,6246.11,68.6803,-0.13514,0,13.2137,-13.2137,0,2.20228,0,1271.02,0,0,0,30,20,0
Coasting,407,0.499471,200.562,19.1484,6265.26,68.6128,-0.134998,0,13.1998,-13.1998,0,2.19996,0,1269.78,0,0,0,30,20,0
Coasting,408,0.499472,201.061,19.1295,6284.39,68.5454,-0.134855,0,13.1859,-13.1859,0,2.19764,0,1268.53,0,0,0,30,20,0
Coasting,409,0.499472,201.561,19.1107,6303.5,68.478,-0.134713,0,13.172,-13.172,0,2.19533,0,1267.28,0,0,0,30,20,0
Coasting,410,0.499472,202.06,19.0919,6322.59,68.4107,-0.134572,0,13.1581,-13.1581,0,2.19302,0,1266.04,0,0,0,30,20,0
Coasting,411,0.499473,202.56,19.0732,6341.66,68.3435,-0.13443,0,13.1443,-13.1443,0,2.19071,0,1264.79,0,0,0,30,20,0
Coasting,412,0.499473,203.059,19.0544,6360.72,68.2764,-0.134289,0,13.1305,-13.1305,0,2.18841,0,1263.55,0,0,0,30,20,0
Coasting,413,0.499474,203.559,19.0357,6379.75,68.2093,-0.134148,0,13.1167,-13.1167,0,2.18611,0,1262.31,0,0,0,30,20,0
Coasting,414,0.499474,204.058,19.017,6398.77,68.1423,-0.134007,0,13.1029,-13.1029,0,2.18382,0,1261.07,0,0,0,30,20,0
Coasting,415,0.499474,204.558,18.9983,6417.77,68.0754,-0.133867,0,13.0892,-13.0892,0,2.18153,0,1259.83,0,0,0,30,20,0
Coasting,416,0.499475,205.057,18.9797,6436.75,68.0085,-0.133726,0,13.0755,-13.0755,0,2.17924,0,1258.59,0,0,0,30,20,0
Coasting,417,0.499475,205.557,18.961,6455.71,67.9417,-0.133586,0,13.0618,-13.0618,0,2.17696,0,1257.36,0,0,0,30,20,0
Coasting,418,0.499475,206.056,18.9424,6474.65,67.875,-0.133447,0,13.0481,-13.0481,0,2.17469,0,1256.12,0,0,0,30,20,0
Coasting,419,0.499476,206.556,18.9238,6493.58,67.8083,-0.133307,0,13.0345,-13.0345,0,2.17241,0,1254.89,0,0,0,30,20,0
Coasting,420,0.499476,207.055,18.9052,6512.48,67.7417,-0.133168,0,13.0209,-13.0209,0,2.17014,0,1253.66,0,0,0,30,20,0
Coasting,421,0.499477,207.554,18.8866,6531.37,67.6752,-0.133029,0,13.0073,-13.0073,0,2.16788,0,1252.42,0,0,0,30,20,0
Coasting,422,0.499477,208.054,18.8681,6550.24,67.6088,-0.13289,0,12.9937,-12.9937,0,2.16562,0,1251.19,0,0,0,30,20,0
Coasting,423,0.499477,208.553,18.8495,6569.09,67.5424,-0.132752,0,12.9802,-12.9802,0,2.16336,0,1249.97,0,0,0,30,20,0
Coasting,424,0.499478,209.053,18.831,6587.92,67.4761,-0.132613,0,12.9666,-12.9666,0,2.16111,0,1248.74,0,0,0,30,20,0
Coasting,425,0.499478,209.552,18.8125,6606.73,67.4099,-0.132475,0,12.9531,-12.9531,0,2.15886,0,1247.51,0,0,0,30,20,0
Coasting,426,0.499478,210.052,18.7941,6625.52,67.3437,-0.132338,0,12.9397,-12.9397,0,2.15661,0,1246.29,0,0,0,30,20,0
Coasting,427,0.499479,210.551,18.7756,6644.3,67.2776,-0.1322,0,12.9262,-12.9262,0,2.15437,0,1245.07,0,0,0,30,20,0
Coasting,428,0.499479,211.051,18.7572,6663.06,67.2116,-0.132063,0,12.9128,-12.9128,0,2.15213,0,1243.84,0,0,0,30,20,0
Coasting,429,0.49948,211.55,18.7388,6681.8,67.1456,-0.131926,0,12.8994,-12.8994,0,2.1499,0,1242.62,0,0,0,30,20,0
Coasting,430,0.49948,212.05,18.7204,6700.52,67.0797,-0.131789,0,12.886,-12.886,0,2.14767,0,1241.4,0,0,0,30,20,0
Coasting,431,0.49948,212.549,18.702,6719.22,67.0139,-0.131652,0,12.8727,-12.8727,0,2.14545,0,1240.18,0,0,0,30,20,0
Coasting,432,0.499481,213.049,18.6836,6737.9,66.9481,-0.131516,0,12.8593,-12.8593,0,2.14322,0,1238.97,0,0,0,30,20,0
Coasting,433,0.499481,213.548,18.6653,6756.57,66.8824,-0.13138,0,12.846,-12.846,0,2.14101,0,1237.75,0,0,0,30,20,0
Coasting,434,0.499482,214.048,18.647,6775.21,66.8168,-0.131244,0,12.8328,-12.8328,0,2.13879,0,1236.54,0,0,0,30,20,0
Coasting,435,0.499482,214.547,18.6287,6793.84,66.7513,-0.131109,0,12.8195,-12.8195,0,2.13658,0,1235.32,0,0,0,30,20,0
Coasting,436,0.499482,215.047,18.6104,6812.45,66.6858,-0.130973,0,12.8063,-12.8063,0,2.13438,0,1234.11,0,0,0,30,20,0
Coasting,437,0.499483,215.546,18.5921,6831.04,66.6203,-0.130838,0,12.7931,-12.7931,0,2.13218,0,1232.9,0,0,0,30,20,0
Coasting,438,0.499483,216.046,18.5739,6849.62,66.555,-0.130703,0,12.7799,-12.7799,0,2.12998,0,1231.69,0,0,0,30,20,0
Coasting,439,0.499483,216.545,18.5557,6868.17,66.4897,-0.130568,0,12.7667,-12.7667,0,2.12778,0,1230.48,0,0,0,30,20,0
Coasting,440,0.499484,217.045,18.5375,6886.71,66.4245,-0.130434,0,12.7536,-12.7536,0,2.12559,0,1229.28,0,0,0,30,20,0
Coasting,441,0.499484,217.544,18.5193,6905.23,66.3593,-0.1303,0,12.7404,-12.7404,0,2.12341,0,1228.07,0,0,0,30,20,0
Coasting,442,0.499484,218.044,18.5011,6923.73,66.2943,-0.130166,0,12.7273,-12.7273,0,2.12122,0,1226.87,0,0,0,30,20,0
Coasting,443,0.499485,218.543,18.483,6942.22,66.2292,-0.130032,0,12.7143,-12.7143,0,2.11904,0,1225.66,0,0,0,30,20,0
Coasting,444,0.499485,219.043,18.4648,6960.68,66.1643,-0.129899,0,12.7012,-12.7012,0,2.11687,0,1224.46,0,0,0,30,20,0
Coasting,445,0.499486,219.542,18.4467,6979.13,66.0994,-0.129765,0,12.6882,-12.6882,0,2.1147,0,1223.26,0,0,0,30,20,0
Coasting,446,0.499486,220.041,18.4286,6997.56,66.0346,-0.129632,0,12.6752,-12.6752,0,2.11253,0,1222.06,0,0,0,30,20,0
Coasting,447,0.499486,220.541,18.4106,7015.97,65.9698,-0.1295,0,12.6622,-12.6622,0,2.11037,0,1220.86,0,0,0,30,20,0
Coasting,448,0.499487,221.04,18.3925,7034.36,65.9052,-0.129367,0,12.6492,-12.6492,0,2.10821,0,1219.67,0,0,0,30,20,0
Coasting,449,0.499487,221.54,18.3745,7052.73,65.8405,-0.129235,0,12.6363,-12.6363,0,2.10605,0,1218.47,0,0,0,30,20,0
Coasting,450,0.499487,222.039,18.3565,7071.09,65.776,-0.129103,0,12.6234,-12.6234,0,2.1039,0,1217.28,0,0,0,30,20,0
Coasting,451,0.499488,222.539,18.3385,7089.43,65.7115,-0.128971,0,12.6105,-12.6105,0,2.10175,0,1216.08,0,0,0,30,20,0
Coasting,452,0.499488,223.038,18.3205,7107.75,65.6471,-0.128839,0,12.5976,-12.5976,0,2.0996,0,1214.89,0,0,0,30,20,0
Coasting,453,0.499489,223.538,18.3025,7126.05,65.5827,-0.128708,0,12.5848,-12.5848,0,2.09746,0,1213.7,0,0,0,30,20,0
Coasting,454,0.499489,224.037,18.2846,7144.34,65.5184,-0.128577,0,12.5719,-12.5719,0,2.09532,0,1212.51,0,0,0,30,20,0
Coasting,455,0.499489,224.537,18.2666,7162.6,65.4542,-0.128446,0,12.5591,-12.5591,0,2.09319,0,1211.32,0,0,0,30,20,0
Coasting,456,0.49949,225.036,18.2487,7180.85,65.3901,-0.128315,0,12.5464,-12.5464,0,2.09106,0,1210.13,0,0,0,30,20,0
Coasting,457,0.49949,225.536,18.2308,7199.08,65.326,-0.128185,0,12.5336,-12.5336,0,2.08893,0,1208.95,0,0,0,30,20,0
Coasting,458,0.49949,226.035,18.213,7217.29,65.2619,-0.128054,0,12.5209,-12.5209,0,2.08681,0,1207.76,0,0,0,30,20,0
Coasting,459,0.499491,226.535,18.1951,7235.49,65.198,-0.127924,0,12.5081,-12.5081,0,2.08469,0,1206.58,0,0,0,30,20,0
Coasting,460,0.499491,227.034,18.1773,7253.67,65.1341,-0.127794,0,12.4955,-12.4955,0,2.08258,0,1205.4,0,0,0,30,20,0
Coasting,461,0.499492,227.534,18.1595,7271.83,65.0703,-0.127665,0,12.4828,-12.4828,0,2.08046,0,1204.22,0,0,0,30,20,0
Coasting,462,0.499492,228.033,18.1417,7289.97,65.0065,-0.127535,0,12.4701,-12.4701,0,2.07836,0,1203.04,0,0,0,30,20,0
Coasting,463,0.499492,228.533,18.1239,7308.09,64.9428,-0.127406,0,12.4575,-12.4575,0,2.07625,0,1201.86,0,0,0,30,20,0
Coasting,464,0.499492,228.533,18.1239,7308.09,64.9428,-0.127406,0,12.4449,-12.4575,0,2.07625,0,1201.86,0,0,0,30,20,0
Braking,465,0.499493,229.032,18.1061,7326.2,64.5193,-0.127406,-82.8079,12.4449,-82.8079,-3.45033,2.07415,-11.8691,1194.02,1514.37,1701.54,1772.44,1802.44,1201.63,1181.63
Braking,466,0.499493,229.532,18.0884,7344.29,64.0931,-0.127406,-83.3514,12.3613,-83.3514,-3.47298,2.06022,-11.947,1186.13,1514.24,1701.4,1772.29,1802.29,1201.53,1181.53
Braking,467,0.499493,230.031,18.0706,7362.36,63.664,-0.127406,-83.9057,12.2776,-83.9057,-3.49607,2.04627,-12.0265,1178.19,1514.11,1701.25,1772.13,1802.13,1201.42,1181.42
Braking,468,0.499494,230.531,18.0529,7380.41,63.2321,-0.127406,-84.4712,12.1938,-84.4712,-3.51963,2.0323,-12.1075,1170.2,1513.97,1701.09,1771.97,1801.97,1201.31,1181.31
Braking,469,0,230.531,18.0352,7398.45,62.7972,-0.127406,-85.0482,12.1098,-85.0482,-3.54368,2.0183,-12.1902,1162.15,1513.83,1700.93,1771.8,1801.8,1201.2,1181.2
Braking,470,3.32362,233.854,18.0352,7416.48,62.3593,-0.127406,-85.6372,12.0256,-85.6372,-3.56822,2.00427,-12.2747,1154.04,1513.68,1700.77,1771.63,1801.63,1201.09,1181.09
Braking,471,3.34543,237.2,17.9176,7434.4,61.9183,-0.127406,-86.2386,11.9413,-86.2386,-3.59328,1.99022,-12.3609,1145.88,1513.53,1700.6,1771.46,1801.46,1200.97,1180.97
Braking,472,3.36768,240.568,17.7992,7452.2,61.4741,-0.127406,-86.8528,11.8569,-86.8528,-3.61887,1.97614,-12.4489,1137.66,1513.38,1700.43,1771.28,1801.28,1200.85,1180.85
Braking,473,3.39037,243.958,17.68,7469.88,61.0268,-0.127406,-87.4803,11.7722,-87.4803,-3.64501,1.96204,-12.5388,1129.39,1513.22,1700.25,1771.09,1801.09,1200.73,1180.73
Braking,474,3.41353,247.371,17.5645,7487.44,60.5762,-0.127406,-88.1216,11.6874,-88.1216,-3.67173,1.9479,-12.6308,1121.05,1513.06,1700.07,1770.9,1800.9,1200.6,1180.6
