Phase,Iteration,Time,Speed,Acceleration,F_motor,F_res,F_total
Coasting,400,200,68.9177,-0.129042,0,13.2626,-13.2626
Coasting,401,200.5,68.8532,-0.128912,0,13.2493,-13.2493
Coasting,402,201,68.7888,-0.128782,0,13.236,-13.236
Coasting,403,201.5,68.7245,-0.128653,0,13.2227,-13.2227
Coasting,404,202,68.6602,-0.128524,0,13.2094,-13.2094
Coasting,405,202.5,68.596,-0.128395,0,13.1962,-13.1962
Coasting,406,203,68.5319,-0.128266,0,13.1829,-13.1829
Coasting,407,203.5,68.4678,-0.128138,0,13.1697,-13.1697
Coasting,408,204,68.4038,-0.12801,0,13.1565,-13.1565
Coasting,409,204.5,68.3399,-0.127882,0,13.1434,-13.1434
Coasting,410,205,68.276,-0.127754,0,13.1302,-13.1302
Coasting,411,205.5,68.2122,-0.127626,0,13.1171,-13.1171
Coasting,412,206,68.1484,-0.127499,0,13.104,-13.104
Coasting,413,206.5,68.0848,-0.127372,0,13.091,-13.091
Coasting,414,207,68.0211,-0.127245,0,13.0779,-13.0779
Coasting,415,207.5,67.9576,-0.127118,0,13.0649,-13.0649
Coasting,416,208,67.8941,-0.126991,0,13.0519,-13.0519
Coasting,417,208.5,67.8306,-0.126865,0,13.0389,-13.0389
Coasting,418,209,67.7673,-0.126739,0,13.026,-13.026
Coasting,419,209.5,67.704,-0.126613,0,13.013,-13.013
Coasting,420,210,67.6407,-0.126487,0,13.0001,-13.0001
Coasting,421,210.5,67.5775,-0.126362,0,12.9872,-12.9872
Coasting,422,211,67.5144,-0.126237,0,12.9743,-12.9743
Coasting,423,211.5,67.4514,-0.126112,0,12.9615,-12.9615
Coasting,424,212,67.3884,-0.125987,0,12.9486,-12.9486
Coasting,425,212.5,67.3254,-0.125862,0,12.9358,-12.9358
Coasting,426,213,67.2626,-0.125738,0,12.9231,-12.9231
Coasting,427,213.5,67.1998,-0.125614,0,12.9103,-12.9103
Coasting,428,214,67.137,-0.12549,0,12.8975,-12.8975
Coasting,429,214.5,67.0743,-0.125366,0,12.8848,-12.8848
Coasting,430,215,67.0117,-0.125242,0,12.8721,-12.8721
Coasting,431,215.5,66.9492,-0.125119,0,12.8594,-12.8594
Coasting,432,216,66.8867,-0.124996,0,12.8468,-12.8468
Coasting,433,216.5,66.8242,-0.124873,0,12.8341,-12.8341
Coasting,434,217,66.7619,-0.12475,0,12.8215,-12.8215
Coasting,435,217.5,66.6995,-0.124627,0,12.8089,-12.8089
Coasting,436,218,66.6373,-0.124505,0,12.7964,-12.7964
Coasting,437,218.5,66.5751,-0.124383,0,12.7838,-12.7838
Coasting,438,219,66.513,-0.124261,0,12.7713,-12.7713
Coasting,439,219.5,66.4509,-0.124139,0,12.7588,-12.7588
Coasting,440,220,66.3889,-0.124018,0,12.7463,-12.7463
Coasting,441,220.5,66.3269,-0.123896,0,12.7338,-12.7338
Coasting,442,221,66.2651,-0.123775,0,12.7214,-12.7214
Coasting,443,221.5,66.2032,-0.123654,0,12.7089,-12.7089
Coasting,444,222,66.1415,-0.123534,0,12.6965,-12.6965
Coasting,445,222.5,66.0798,-0.123413,0,12.6841,-12.6841
Coasting,446,223,66.0181,-0.123293,0,12.6718,-12.6718
Coasting,447,223.5,65.9565,-0.123173,0,12.6594,-12.6594
Coasting,448,224,65.895,-0.123053,0,12.6471,-12.6471
Coasting,449,224.5,65.8335,-0.122933,0,12.6348,-12.6348
Coasting,450,225,65.7721,-0.122814,0,12.6225,-12.6225
Coasting,451,225.5,65.7108,-0.122694,0,12.6102,-12.6102
Coasting,452,226,65.6495,-0.122575,0,12.598,-12.598
Coasting,453,226.5,65.5883,-0.122456,0,12.5858,-12.5858
Coasting,454,227,65.5271,-0.122337,0,12.5736,-12.5736
Coasting,455,227.5,65.466,-0.122219,0,12.5614,-12.5614
Coasting,456,228,65.4049,-0.122101,0,12.5492,-12.5492
Coasting,457,228.5,65.3439,-0.121982,0,12.5371,-12.5371
Coasting,458,229,65.283,-0.121864,0,12.525,-12.525
Coasting,459,229.5,65.2221,-0.121747,0,12.5129,-12.5129
Coasting,460,230,65.1613,-0.121629,0,12.5008,-12.5008
Coasting,461,230.5,65.1006,-0.121512,0,12.4887,-12.4887
Coasting,462,231,65.0399,-0.121395,0,12.4767,-12.4767
Coasting,463,231.5,64.9792,-0.121278,0,12.4646,-12.4646
Braking,464,232,64.556,-0.846424,-86.9936,12.4526,-86.9936
Braking,465,232.5,64.13,-0.851973,-87.5639,12.3691,-87.5639
Braking,466,233,63.7012,-0.857633,-88.1456,12.2854,-88.1456
Braking,467,233.5,63.2695,-0.863406,-88.7389,12.2016,-88.7389
Braking,468,234,62.8349,-0.869297,-89.3444,12.1176,-89.3444
Braking,469,234.5,62.3972,-0.87531,-89.9625,12.0334,-89.9625
Braking,470,235,61.9565,-0.88145,-90.5935,11.9491,-90.5935
Braking,471,235.5,61.5126,-0.88772,-91.2379,11.8647,-91.2379
Braking,472,236,61.0656,-0.894126,-91.8962,11.7801,-91.8962
Braking,473,236.5,60.6152,-0.900671,-92.569,11.6953,-92.569
Braking,474,237,60.1615,-0.907363,-93.2567,11.6103,-93.2567
Braking,475,237.5,59.7044,-0.914205,-93.96,11.5252,-93.96
Braking,476,238,59.2438,-0.921205,-94.6794,11.4399,-94.6794
Braking,477,238.5,58.7796,-0.928367,-95.4155,11.3544,-95.4155
Braking,478,239,58.3118,-0.935698,-96.169,11.2687,-96.169
Braking,479,239.5,57.8402,-0.943205,-96.9406,11.1829,-96.9406
Braking,480,240,57.3647,-0.950896,-97.731,11.0968,-97.731
Braking,481,240.5,56.8854,-0.958777,-98.541,11.0105,-98.541
Braking,482,241,56.4019,-0.966857,-99.3714,10.9241,-99.3714
Braking,483,241.5,55.9144,-0.975144,-100.223,10.8374,-100.223
Braking,484,242,55.4225,-0.983647,-101.097,10.7505,-101.097
Braking,485,242.5,54.9263,-0.992376,-101.994,10.6634,-101.994
Braking,486,243,54.4263,-1,-102.778,10.5761,-102.778
Braking,487,243.5,53.9263,-1,-102.778,10.4886,-102.778
Braking,488,244,53.4263,-1,-102.778,10.4017,-102.778
Braking,489,244.5,52.9263,-1,-102.778,10.3154,-102.778
Braking,490,245,52.4263,-1,-102.778,10.2296,-102.778
Braking,491,245.5,51.9263,-1,-102.778,10.1444,-102.778
Braking,492,246,51.4263,-1,-102.778,10.0597,-102.778
Braking,493,246.5,50.9263,-1,-102.778,9.97561,-102.778
Braking,494,247,50.4263,-1,-102.778,9.89207,-102.778
Braking,495,247.5,49.9263,-1,-102.778,9.80908,-102.778
Braking,496,248,49.4263,-1,-102.778,9.72664,-102.778
Braking,497,248.5,48.9263,-1,-102.778,9.64477,-102.778
Braking,498,249,48.4263,-1,-102.778,9.56345,-102.778
Braking,499,249.5,47.9263,-1,-102.778,9.48269,-102.778
Braking,500,250,47.4263,-1,-102.778,9.40249,-102.778
Braking,501,250.5,46.9263,-1,-102.778,9.32285,-102.778
Braking,502,251,46.4263,-1,-102.778,9.24376,-102.778
Braking,503,251.5,45.9263,-1,-102.778,9.16523,-102.778
Braking,504,252,45.4263,-1,-102.778,9.08726,-102.778
Braking,505,252.5,44.9263,-1,-102.778,9.00984,-102.778
Braking,506,253,44.4263,-1,-102.778,8.93299,-102.778
Braking,507,253.5,43.9263,-1,-102.778,8.85669,-102.778
Braking,508,254,43.4263,-1,-102.778,8.78095,-102.778
Braking,509,254.5,42.9263,-1,-102.778,8.70577,-102.778
Braking,510,255,42.4263,-1,-102.778,8.63114,-102.778
Braking,511,255.5,41.9263,-1,-102.778,8.55707,-102.778
Braking,512,256,41.4263,-1,-102.778,8.48356,-102.778
Braking,513,256.5,40.9263,-1,-102.778,8.41061,-102.778
Braking,514,257,40.4263,-1,-102.778,8.33821,-102.778
Braking,515,257.5,39.9263,-1,-102.778,8.26638,-102.778
Braking,516,258,39.4263,-1,-102.778,8.1951,-102.778
Braking,517,258.5,38.9263,-1,-102.778,8.12437,-102.778
Braking,518,259,38.4263,-1,-102.778,8.05421,-102.778
Braking,519,259.5,37.9263,-1,-102.778,7.9846,-102.778
Braking,520,260,37.4263,-1,-102.778,7.91555,-102.778
Braking,521,260.5,36.9263,-1,-102.778,7.84706,-102.778
Braking,522,261,36.4263,-1,-102.778,7.77913,-102.778
Braking,523,261.5,35.9263,-1,-102.778,7.71175,-102.778
Braking,524,262,35.4263,-1,-102.778,7.64493,-102.778
Braking,525,262.5,34.9263,-1,-102.778,7.57867,-102.778
Braking,526,263,34.4263,-1,-102.778,7.51296,-102.778
Braking,527,263.5,33.9263,-1,-102.778,7.44782,-102.778
Braking,528,264,33.4263,-1,-102.778,7.38323,-102.778
Braking,529,264.5,32.9263,-1,-102.778,7.3192,-102.778
Braking,530,265,32.4263,-1,-102.778,7.25573,-102.778
Braking,531,265.5,31.9263,-1,-102.778,7.19281,-102.778
Braking,532,266,31.4263,-1,-102.778,7.13045,-102.778
Braking,533,266.5,30.9263,-1,-102.778,7.06865,-102.778
Braking,534,267,30.4263,-1,-102.778,7.00741,-102.778
Braking,535,267.5,29.9263,-1,-102.778,6.94672,-102.778
Braking,536,268,29.4263,-1,-102.778,6.8866,-102.778
Braking,537,268.5,28.9263,-1,-102.778,6.82703,-102.778
Braking,538,269,28.4263,-1,-102.778,6.76801,-102.778
Braking,539,269.5,27.9263,-1,-102.778,6.70956,-102.778
Braking,540,270,27.4263,-1,-102.778,6.65166,-102.778
Braking,541,270.5,26.9263,-1,-102.778,6.59432,-102.778
Braking,542,271,26.4263,-1,-102.778,6.53754,-102.778
Braking,543,271.5,25.9263,-1,-102.778,6.48132,-102.778
Braking,544,272,25.4263,-1,-102.778,6.42565,-102.778
Braking,545,272.5,24.9263,-1,-102.778,6.37054,-102.778
Braking,546,273,24.4263,-1,-102.778,6.31599,-102.778
Braking,547,273.5,23.9263,-1,-102.778,6.26199,-102.778
Braking,548,274,23.4263,-1,-102.778,6.20856,-102.778
Braking,549,274.5,22.9263,-1,-102.778,6.15568,-102.778
Braking,550,275,22.4263,-1,-102.778,6.10336,-102.778
Braking,551,275.5,21.9263,-1,-102.778,6.0516,-102.778
Braking,552,276,21.4263,-1,-102.778,6.00039,-102.778
Braking,553,276.5,20.9263,-1,-102.778,5.94974,-102.778
Braking,554,277,20.4263,-1,-102.778,5.89965,-102.778
Braking,555,277.5,19.9263,-1,-102.778,5.85012,-102.778
Braking,556,278,19.4263,-1,-102.778,5.80114,-102.778
Braking,557,278.5,18.9263,-1,-102.778,5.75273,-102.778
Braking,558,279,18.4263,-1,-102.778,5.70487,-102.778
Braking,559,279.5,17.9263,-1,-102.778,5.65756,-102.778
Braking,560,280,17.4263,-1,-102.778,5.61082,-102.778
Braking,561,280.5,16.9263,-1,-102.778,5.56463,-102.778
Braking,562,281,16.4263,-1,-102.778,5.519,-102.778
Braking,563,281.5,15.9263,-1,-102.778,5.47393,-102.778
Braking,564,282,15.4263,-1,-102.778,5.42942,-102.778
Braking,565,282.5,14.9263,-1,-102.778,5.38546,-102.778
Braking,566,283,14.4263,-1,-102.778,5.34206,-102.778
Braking,567,283.5,13.9263,-1,-102.778,5.29922,-102.778
Braking,568,284,13.4263,-1,-102.778,5.25694,-102.778
Braking,569,284.5,12.9263,-1,-102.778,5.21521,-102.778
Braking,570,285,12.4263,-1,-102.778,5.17404,-102.778
Braking,571,285.5,11.9263,-1,-102.778,5.13343,-102.778
Braking,572,286,11.4263,-1,-102.778,5.09338,-102.778
Braking,573,286.5,10.9263,-1,-102.778,5.05388,-102.778
Braking,574,287,10.4263,-1,-102.778,5.01494,-102.778
Braking,575,287.5,9.92635,-1,-102.778,4.97656,-102.778
Braking,576,288,9.42635,-1,-102.778,4.93874,-102.778
Braking,577,288.5,8.92635,-1,-102.778,4.90147,-102.778
Braking,578,289,8.42635,-1,-102.778,4.86477,-102.778
Braking,579,289.5,7.92635,-1,-102.778,4.82862,-102.778
Braking,580,290,7.42635,-1,-102.778,4.79303,-102.778
Braking,581,290.5,6.92635,-1,-102.778,4.75799,-102.778
Braking,582,291,6.42635,-1,-102.778,4.72351,-102.778
Braking,583,291.5,5.92635,-1,-102.778,4.68959,-102.778
Braking,584,292,5.42635,-1,-102.778,4.65623,-102.778
Braking,585,292.5,4.92635,-1,-102.778,4.62343,-102.778
Braking,586,293,4.42635,-1,-102.778,4.59118,-102.778
Braking,587,293.5,3.92635,-1,-102.778,4.55949,-102.778
Braking,588,294,3.42635,-1,-102.778,4.52836,-102.778
Braking,589,294.5,2.92635,-1,-102.778,4.49779,-102.778
Braking,590,295,2.42635,-1,-102.778,4.46777,-102.778
Braking,591,295.5,1.92635,-1,-102.778,4.43831,-102.778
Braking,592,296,1.42635,-1,-102.778,4.40941,-102.778
Braking,593,296.5,0.926348,-1,-102.778,4.38107,-102.778
Braking,594,297,0.426348,-1,-102.778,4.35328,-102.778
Stopped,595,1,0,0,-102.778,13.1037,-102.778
