0,320,650
320,2536,0
2535,2836,909
2836,9475,800
9475,15018,1000
15018,20986,667
20986,21786,688
21786,24686,780
21786,30568,750
30568,33568,1500
33568,34980,5000
34980,39336,604
39336,42009,600
42009,43156,0
43156,51061,600
51061,57860,0
57860,58614,600
58614,59167,179
