Phase,Iteration,Time,Speed,Acceleration,F Motor,F Res,F Total,F Motor/TM,F Res/TM,Torque,RPM,P_wheel,P_motor Out,P_motor In,P_vvvf, P_catenary,Catenary current,VVVF current
Accelerating,361,180.5,65.8551,0.470486,58.5824,12.5793,46.0031,2.44093,2.09656,8.39681,1218.74,1071.65,1093.52,1228.68,1279.87,1309.87,873.249,853.249
Accelerating,362,181,66.088,0.465733,58.1646,12.6263,45.5383,2.42353,2.10438,8.33693,1223.05,1067.77,1089.56,1224.23,1275.24,1305.24,870.16,850.16
Accelerating,363,181.5,66.3185,0.461072,57.7554,12.6729,45.0826,2.40648,2.11215,8.27828,1227.32,1063.96,1085.67,1219.86,1270.69,1300.69,867.124,847.124
Accelerating,364,182,66.5468,0.456499,57.3546,12.7191,44.6355,2.38978,2.11986,8.22083,1231.54,1060.21,1081.85,1215.56,1266.21,1296.21,864.14,844.14
Accelerating,365,182.5,66.7728,0.452013,56.9618,12.765,44.1968,2.37341,2.12751,8.16453,1235.72,1056.53,1078.09,1211.34,1261.81,1291.81,861.206,841.206
Accelerating,366,183,66.9966,0.44761,56.5769,12.8106,43.7663,2.35737,2.1351,8.10935,1239.87,1052.91,1074.39,1207.18,1257.48,1287.48,858.322,838.322
Accelerating,367,183.5,67.2182,0.443288,56.1995,12.8559,43.3437,2.34165,2.14264,8.05527,1243.97,1049.34,1070.76,1203.1,1253.23,1283.23,855.485,835.485
Accelerating,368,184,67.4378,0.439044,55.8295,12.9008,42.9288,2.32623,2.15013,8.00223,1248.03,1045.84,1067.18,1199.08,1249.04,1279.04,852.695,832.695
Accelerating,369,184.5,67.6552,0.434877,55.4666,12.9454,42.5213,2.31111,2.15756,7.95022,1252.05,1042.39,1063.66,1195.13,1244.93,1274.93,849.95,829.95
Accelerating,370,185,67.8706,0.430784,55.1107,12.9896,42.1211,2.29628,2.16494,7.8992,1256.04,1039,1060.2,1191.24,1240.87,1270.87,847.249,827.249
Accelerating,371,185.5,68.084,0.426762,54.7614,13.0336,41.7279,2.28173,2.17226,7.84914,1259.99,1035.66,1056.8,1187.41,1236.89,1266.89,844.591,824.591
Accelerating,372,186,68.2954,0.422811,54.4187,13.0772,41.3415,2.26745,2.17954,7.80002,1263.9,1032.37,1053.44,1183.64,1232.96,1262.96,841.975,821.975
Accelerating,373,186.5,68.5048,0.418927,54.0824,13.1206,40.9618,2.25343,2.18676,7.7518,1267.78,1029.14,1050.14,1179.94,1229.1,1259.1,839.4,819.4
Accelerating,374,187,68.7124,0.41511,53.7521,13.1636,40.5885,2.23967,2.19394,7.70447,1271.62,1025.96,1046.89,1176.28,1225.3,1255.3,836.864,816.864
Accelerating,375,187.5,68.9181,0.411356,53.4279,13.2064,40.2215,2.22616,2.20106,7.658,1275.42,1022.82,1043.69,1172.69,1221.55,1251.55,834.367,814.367
Accelerating,376,188,69.1219,0.407666,53.1095,13.2488,39.8606,2.21289,2.20814,7.61236,1279.2,1019.73,1040.54,1169.15,1217.86,1247.86,831.908,811.908
Accelerating,377,188.5,69.3239,0.404035,52.7967,13.291,39.5057,2.19986,2.21517,7.56753,1282.94,1016.69,1037.44,1165.66,1214.23,1244.23,829.485,809.485
Accelerating,378,189,69.5242,0.400465,52.4894,13.3329,39.1565,2.18706,2.22215,7.52349,1286.64,1013.69,1034.38,1162.22,1210.65,1240.65,827.099,807.099
Accelerating,379,189.5,69.7226,0.396951,52.1875,13.3745,38.813,2.17448,2.22908,7.48021,1290.31,1010.74,1031.36,1158.84,1207.12,1237.12,824.747,804.747
Accelerating,380,190,69.9194,0.393494,51.8908,13.4158,38.475,2.16212,2.23597,7.43769,1293.96,1007.83,1028.39,1155.5,1203.64,1233.64,822.43,802.43
Accelerating,381,190.5,70.1144,0.390092,51.5992,13.4569,38.1423,2.14997,2.24282,7.39589,1297.56,1004.96,1025.47,1152.21,1200.22,1230.22,820.146,800.146
Coasting,382,191,70.0454,-0.138045,0,13.4977,-13.4977,0,2.24961,0,1296.29,0,0,0,0,30,20,0
Coasting,383,191.5,69.9765,-0.137897,0,13.4832,-13.4832,0,2.24721,0,1295.01,0,0,0,0,30,20,0
Coasting,384,192,69.9076,-0.137749,0,13.4688,-13.4688,0,2.2448,0,1293.74,0,0,0,0,30,20,0
Coasting,385,192.5,69.8388,-0.137602,0,13.4544,-13.4544,0,2.24241,0,1292.46,0,0,0,0,30,20,0
Coasting,386,193,69.7701,-0.137455,0,13.4401,-13.4401,0,2.24001,0,1291.19,0,0,0,0,30,20,0
Coasting,387,193.5,69.7014,-0.137309,0,13.4257,-13.4257,0,2.23762,0,1289.92,0,0,0,0,30,20,0
Coasting,388,194,69.6328,-0.137162,0,13.4114,-13.4114,0,2.23524,0,1288.65,0,0,0,0,30,20,0
Coasting,389,194.5,69.5643,-0.137016,0,13.3971,-13.3971,0,2.23285,0,1287.38,0,0,0,0,30,20,0
Coasting,390,195,69.4959,-0.13687,0,13.3829,-13.3829,0,2.23048,0,1286.12,0,0,0,0,30,20,0
Coasting,391,195.5,69.4275,-0.136725,0,13.3686,-13.3686,0,2.2281,0,1284.85,0,0,0,0,30,20,0
Coasting,392,196,69.3592,-0.136579,0,13.3544,-13.3544,0,2.22574,0,1283.59,0,0,0,0,30,20,0
Coasting,393,196.5,69.291,-0.136434,0,13.3402,-13.3402,0,2.22337,0,1282.33,0,0,0,0,30,20,0
Coasting,394,197,69.2229,-0.136289,0,13.3261,-13.3261,0,2.22101,0,1281.07,0,0,0,0,30,20,0
Coasting,395,197.5,69.1548,-0.136145,0,13.3119,-13.3119,0,2.21866,0,1279.81,0,0,0,0,30,20,0
Coasting,396,198,69.0868,-0.136,0,13.2978,-13.2978,0,2.2163,0,1278.55,0,0,0,0,30,20,0
Coasting,397,198.5,69.0189,-0.135856,0,13.2837,-13.2837,0,2.21396,0,1277.29,0,0,0,0,30,20,0
Coasting,398,199,68.951,-0.135713,0,13.2697,-13.2697,0,2.21161,0,1276.03,0,0,0,0,30,20,0
Coasting,399,199.5,68.8832,-0.135569,0,13.2556,-13.2556,0,2.20927,0,1274.78,0,0,0,0,30,20,0
Coasting,400,200,68.8155,-0.135426,0,13.2416,-13.2416,0,2.20694,0,1273.53,0,0,0,0,30,20,0
Coasting,401,200.5,68.7479,-0.135283,0,13.2277,-13.2277,0,2.20461,0,1272.27,0,0,0,0,30,20,0
Coasting,402,201,68.6803,-0.13514,0,13.2137,-13.2137,0,2.20228,0,1271.02,0,0,0,0,30,20,0
Coasting,403,201.5,68.6128,-0.134998,0,13.1998,-13.1998,0,2.19996,0,1269.78,0,0,0,0,30,20,0
Coasting,404,202,68.5454,-0.134855,0,13.1859,-13.1859,0,2.19764,0,1268.53,0,0,0,0,30,20,0
Coasting,405,202.5,68.478,-0.134713,0,13.172,-13.172,0,2.19533,0,1267.28,0,0,0,0,30,20,0
Coasting,406,203,68.4107,-0.134572,0,13.1581,-13.1581,0,2.19302,0,1266.04,0,0,0,0,30,20,0
Coasting,407,203.5,68.3435,-0.13443,0,13.1443,-13.1443,0,2.19071,0,1264.79,0,0,0,0,30,20,0
Coasting,408,204,68.2764,-0.134289,0,13.1305,-13.1305,0,2.18841,0,1263.55,0,0,0,0,30,20,0
Coasting,409,204.5,68.2093,-0.134148,0,13.1167,-13.1167,0,2.18611,0,1262.31,0,0,0,0,30,20,0
Coasting,410,205,68.1423,-0.134007,0,13.1029,-13.1029,0,2.18382,0,1261.07,0,0,0,0,30,20,0
Coasting,411,205.5,68.0754,-0.133867,0,13.0892,-13.0892,0,2.18153,0,1259.83,0,0,0,0,30,20,0
Coasting,412,206,68.0085,-0.133726,0,13.0755,-13.0755,0,2.17924,0,1258.59,0,0,0,0,30,20,0
Coasting,413,206.5,67.9417,-0.133586,0,13.0618,-13.0618,0,2.17696,0,1257.36,0,0,0,0,30,20,0
Coasting,414,207,67.875,-0.133447,0,13.0481,-13.0481,0,2.17469,0,1256.12,0,0,0,0,30,20,0
Coasting,415,207.5,67.8083,-0.133307,0,13.0345,-13.0345,0,2.17241,0,1254.89,0,0,0,0,30,20,0
Coasting,416,208,67.7417,-0.133168,0,13.0209,-13.0209,0,2.17014,0,1253.66,0,0,0,0,30,20,0
Coasting,417,208.5,67.6752,-0.133029,0,13.0073,-13.0073,0,2.16788,0,1252.42,0,0,0,0,30,20,0
Coasting,418,209,67.6088,-0.13289,0,12.9937,-12.9937,0,2.16562,0,1251.19,0,0,0,0,30,20,0
Coasting,419,209.5,67.5424,-0.132752,0,12.9802,-12.9802,0,2.16336,0,1249.97,0,0,0,0,30,20,0
Coasting,420,210,67.4761,-0.132613,0,12.9666,-12.9666,0,2.16111,0,1248.74,0,0,0,0,30,20,0
Coasting,421,210.5,67.4099,-0.132475,0,12.9531,-12.9531,0,2.15886,0,1247.51,0,0,0,0,30,20,0
Coasting,422,211,67.3437,-0.132338,0,12.9397,-12.9397,0,2.15661,0,1246.29,0,0,0,0,30,20,0
Coasting,423,211.5,67.2776,-0.1322,0,12.9262,-12.9262,0,2.15437,0,1245.07,0,0,0,0,30,20,0
Coasting,424,212,67.2116,-0.132063,0,12.9128,-12.9128,0,2.15213,0,1243.84,0,0,0,0,30,20,0
Coasting,425,212.5,67.1456,-0.131926,0,12.8994,-12.8994,0,2.1499,0,1242.62,0,0,0,0,30,20,0
Coasting,426,213,67.0797,-0.131789,0,12.886,-12.886,0,2.14767,0,1241.4,0,0,0,0,30,20,0
Coasting,427,213.5,67.0139,-0.131652,0,12.8727,-12.8727,0,2.14545,0,1240.18,0,0,0,0,30,20,0
Coasting,428,214,66.9481,-0.131516,0,12.8593,-12.8593,0,2.14322,0,1238.97,0,0,0,0,30,20,0
Coasting,429,214.5,66.8824,-0.13138,0,12.846,-12.846,0,2.14101,0,1237.75,0,0,0,0,30,20,0
Coasting,430,215,66.8168,-0.131244,0,12.8328,-12.8328,0,2.13879,0,1236.54,0,0,0,0,30,20,0
Coasting,431,215.5,66.7513,-0.131109,0,12.8195,-12.8195,0,2.13658,0,1235.32,0,0,0,0,30,20,0
Coasting,432,216,66.6858,-0.130973,0,12.8063,-12.8063,0,2.13438,0,1234.11,0,0,0,0,30,20,0
Coasting,433,216.5,66.6203,-0.130838,0,12.7931,-12.7931,0,2.13218,0,1232.9,0,0,0,0,30,20,0
Coasting,434,217,66.555,-0.130703,0,12.7799,-12.7799,0,2.12998,0,1231.69,0,0,0,0,30,20,0
Coasting,435,217.5,66.4897,-0.130568,0,12.7667,-12.7667,0,2.12778,0,1230.48,0,0,0,0,30,20,0
Coasting,436,218,66.4245,-0.130434,0,12.7536,-12.7536,0,2.12559,0,1229.28,0,0,0,0,30,20,0
Coasting,437,218.5,66.3593,-0.1303,0,12.7404,-12.7404,0,2.12341,0,1228.07,0,0,0,0,30,20,0
Coasting,438,219,66.2943,-0.130166,0,12.7273,-12.7273,0,2.12122,0,1226.87,0,0,0,0,30,20,0
Coasting,439,219.5,66.2292,-0.130032,0,12.7143,-12.7143,0,2.11904,0,1225.66,0,0,0,0,30,20,0
Coasting,440,220,66.1643,-0.129899,0,12.7012,-12.7012,0,2.11687,0,1224.46,0,0,0,0,30,20,0
Coasting,441,220.5,66.0994,-0.129765,0,12.6882,-12.6882,0,2.1147,0,1223.26,0,0,0,0,30,20,0
Coasting,442,221,66.0346,-0.129632,0,12.6752,-12.6752,0,2.11253,0,1222.06,0,0,0,0,30,20,0
Coasting,443,221.5,65.9698,-0.1295,0,12.6622,-12.6622,0,2.11037,0,1220.86,0,0,0,0,30,20,0
Coasting,444,222,65.9052,-0.129367,0,12.6492,-12.6492,0,2.10821,0,1219.67,0,0,0,0,30,20,0
Coasting,445,222.5,65.8405,-0.129235,0,12.6363,-12.6363,0,2.10605,0,1218.47,0,0,0,0,30,20,0
Coasting,446,223,65.776,-0.129103,0,12.6234,-12.6234,0,2.1039,0,1217.28,0,0,0,0,30,20,0
Coasting,447,223.5,65.7115,-0.128971,0,12.6105,-12.6105,0,2.10175,0,1216.08,0,0,0,0,30,20,0
Coasting,448,224,65.6471,-0.128839,0,12.5976,-12.5976,0,2.0996,0,1214.89,0,0,0,0,30,20,0
Coasting,449,224.5,65.5827,-0.128708,0,12.5848,-12.5848,0,2.09746,0,1213.7,0,0,0,0,30,20,0
Coasting,450,225,65.5184,-0.128577,0,12.5719,-12.5719,0,2.09532,0,1212.51,0,0,0,0,30,20,0
Coasting,451,225.5,65.4542,-0.128446,0,12.5591,-12.5591,0,2.09319,0,1211.32,0,0,0,0,30,20,0
Coasting,452,226,65.3901,-0.128315,0,12.5464,-12.5464,0,2.09106,0,1210.13,0,0,0,0,30,20,0
Coasting,453,226.5,65.326,-0.128185,0,12.5336,-12.5336,0,2.08893,0,1208.95,0,0,0,0,30,20,0
Coasting,454,227,65.2619,-0.128054,0,12.5209,-12.5209,0,2.08681,0,1207.76,0,0,0,0,30,20,0
Coasting,455,227.5,65.198,-0.127924,0,12.5081,-12.5081,0,2.08469,0,1206.58,0,0,0,0,30,20,0
Coasting,456,228,65.1341,-0.127794,0,12.4955,-12.4955,0,2.08258,0,1205.4,0,0,0,0,30,20,0
Coasting,457,228.5,65.0703,-0.127665,0,12.4828,-12.4828,0,2.08046,0,1204.22,0,0,0,0,30,20,0
Coasting,458,229,65.0065,-0.127535,0,12.4701,-12.4701,0,2.07836,0,1203.04,0,0,0,0,30,20,0
Coasting,459,229.5,64.9428,-0.127406,0,12.4575,-12.4575,0,2.07625,0,1201.86,0,0,0,0,30,20,0
Braking,460,230,64.5193,-0.846899,-82.8079,12.4449,-82.8079,-3.45033,2.07415,-11.8691,1194.02,1484.09,1514.37,1701.54,1772.44,1802.44,1201.63,1181.63
Braking,461,230.5,64.0931,-0.852458,-83.3514,12.3613,-83.3514,-3.47298,2.06022,-11.947,1186.13,1483.96,1514.24,1701.4,1772.29,1802.29,1201.53,1181.53
Braking,462,231,63.664,-0.858127,-83.9057,12.2776,-83.9057,-3.49607,2.04627,-12.0265,1178.19,1483.83,1514.11,1701.25,1772.13,1802.13,1201.42,1181.42
Braking,463,231.5,63.2321,-0.86391,-84.4712,12.1938,-84.4712,-3.51963,2.0323,-12.1075,1170.2,1483.69,1513.97,1701.09,1771.97,1801.97,1201.31,1181.31
Braking,464,232,62.7972,-0.869812,-85.0482,12.1098,-85.0482,-3.54368,2.0183,-12.1902,1162.15,1483.55,1513.83,1700.93,1771.8,1801.8,1201.2,1181.2
Braking,465,232.5,62.3593,-0.875835,-85.6372,12.0256,-85.6372,-3.56822,2.00427,-12.2747,1154.04,1483.41,1513.68,1700.77,1771.63,1801.63,1201.09,1181.09
Braking,466,233,61.9183,-0.881986,-86.2386,11.9413,-86.2386,-3.59328,1.99022,-12.3609,1145.88,1483.26,1513.53,1700.6,1771.46,1801.46,1200.97,1180.97
Braking,467,233.5,61.4741,-0.888268,-86.8528,11.8569,-86.8528,-3.61887,1.97614,-12.4489,1137.66,1483.11,1513.38,1700.43,1771.28,1801.28,1200.85,1180.85
Braking,468,234,61.0268,-0.894685,-87.4803,11.7722,-87.4803,-3.64501,1.96204,-12.5388,1129.39,1482.96,1513.22,1700.25,1771.09,1801.09,1200.73,1180.73
Braking,469,234.5,60.5762,-0.901243,-88.1216,11.6874,-88.1216,-3.67173,1.9479,-12.6308,1121.05,1482.8,1513.06,1700.07,1770.9,1800.9,1200.6,1180.6
Braking,470,235,60.1222,-0.907948,-88.7771,11.6024,-88.7771,-3.69905,1.93374,-12.7247,1112.64,1482.63,1512.89,1699.88,1770.7,1800.7,1200.47,1180.47
Braking,471,235.5,59.6648,-0.914804,-89.4475,11.5173,-89.4475,-3.72698,1.91955,-12.8208,1104.18,1482.46,1512.72,1699.68,1770.5,1800.5,1200.33,1180.33
Braking,472,236,59.2039,-0.921817,-90.1332,11.432,-90.1332,-3.75555,1.90533,-12.9191,1095.65,1482.29,1512.54,1699.48,1770.29,1800.29,1200.2,1180.2
Braking,473,236.5,58.7394,-0.928993,-90.8349,11.3465,-90.8349,-3.78479,1.89108,-13.0197,1087.05,1482.11,1512.35,1699.27,1770.08,1800.08,1200.05,1180.05
Braking,474,237,58.2712,-0.936339,-91.5532,11.2608,-91.5532,-3.81472,1.8768,-13.1226,1078.39,1481.92,1512.16,1699.06,1769.86,1799.86,1199.9,1179.9
Braking,475,237.5,57.7993,-0.943862,-92.2887,11.1749,-92.2887,-3.84536,1.86248,-13.2281,1069.66,1481.73,1511.97,1698.84,1769.63,1799.63,1199.75,1179.75
Braking,476,238,57.3235,-0.951569,-93.0423,11.0888,-93.0423,-3.87676,1.84814,-13.3361,1060.85,1481.53,1511.77,1698.61,1769.39,1799.39,1199.59,1179.59
Braking,477,238.5,56.8438,-0.959467,-93.8145,11.0025,-93.8145,-3.90894,1.83376,-13.4467,1051.97,1481.33,1511.56,1698.38,1769.14,1799.14,1199.43,1179.43
Braking,478,239,56.36,-0.967564,-94.6063,10.9161,-94.6063,-3.94193,1.81934,-13.5602,1043.02,1481.11,1511.34,1698.14,1768.89,1798.89,1199.26,1179.26
Braking,479,239.5,55.8721,-0.97587,-95.4184,10.8294,-95.4184,-3.97576,1.80489,-13.6766,1033.99,1480.89,1511.12,1697.88,1768.63,1798.63,1199.09,1179.09
Braking,480,240,55.3799,-0.984392,-96.2516,10.7425,-96.2516,-4.01049,1.79041,-13.7961,1024.88,1480.67,1510.89,1697.62,1768.36,1798.36,1198.91,1178.91
Braking,481,240.5,54.8833,-0.993141,-97.1071,10.6553,-97.1071,-4.04613,1.77589,-13.9187,1015.69,1480.43,1510.65,1697.35,1768.08,1798.08,1198.72,1178.72
Braking,482,241,54.3833,-1,-97.7778,10.568,-97.7778,-4.07407,1.76133,-14.0148,1006.44,1477.08,1507.22,1693.51,1764.07,1794.07,1196.05,1176.05
Braking,483,241.5,53.8833,-1,-97.7778,10.4806,-97.7778,-4.07407,1.74676,-14.0148,997.185,1463.5,1493.36,1677.94,1747.85,1777.85,1185.23,1165.23
Braking,484,242,53.3833,-1,-97.7778,10.3937,-97.7778,-4.07407,1.73229,-14.0148,987.932,1449.92,1479.51,1662.37,1731.63,1761.63,1174.42,1154.42
Braking,485,242.5,52.8833,-1,-97.7778,10.3074,-97.7778,-4.07407,1.71791,-14.0148,978.679,1436.34,1465.65,1646.8,1715.41,1745.41,1163.61,1143.61
Braking,486,243,52.3833,-1,-97.7778,10.2217,-97.7778,-4.07407,1.70362,-14.0148,969.426,1422.76,1451.79,1631.23,1699.19,1729.19,1152.8,1132.8
Braking,487,243.5,51.8833,-1,-97.7778,10.1365,-97.7778,-4.07407,1.68942,-14.0148,960.172,1409.18,1437.93,1615.66,1682.98,1712.98,1141.98,1121.98
Braking,488,244,51.3833,-1,-97.7778,10.0519,-97.7778,-4.07407,1.67532,-14.0148,950.919,1395.6,1424.08,1600.09,1666.76,1696.76,1131.17,1111.17
Braking,489,244.5,50.8833,-1,-97.7778,9.96787,-97.7778,-4.07407,1.66131,-14.0148,941.666,1382.02,1410.22,1584.52,1650.54,1680.54,1120.36,1100.36
Braking,490,245,50.3833,-1,-97.7778,9.88437,-97.7778,-4.07407,1.64739,-14.0148,932.413,1368.44,1396.36,1568.95,1634.32,1664.32,1109.55,1089.55
Braking,491,245.5,49.8833,-1,-97.7778,9.80143,-97.7778,-4.07407,1.63357,-14.0148,923.16,1354.85,1382.5,1553.38,1618.1,1648.1,1098.73,1078.73
Braking,492,246,49.3833,-1,-97.7778,9.71904,-97.7778,-4.07407,1.61984,-14.0148,913.906,1341.27,1368.65,1537.81,1601.88,1631.88,1087.92,1067.92
Braking,493,246.5,48.8833,-1,-97.7778,9.63721,-97.7778,-4.07407,1.6062,-14.0148,904.653,1327.69,1354.79,1522.24,1585.66,1615.66,1077.11,1057.11
Braking,494,247,48.3833,-1,-97.7778,9.55595,-97.7778,-4.07407,1.59266,-14.0148,895.4,1314.11,1340.93,1506.67,1569.44,1599.44,1066.3,1046.3
Braking,495,247.5,47.8833,-1,-97.7778,9.47523,-97.7778,-4.07407,1.57921,-14.0148,886.147,1300.53,1327.08,1491.1,1553.22,1583.22,1055.48,1035.48
Braking,496,248,47.3833,-1,-97.7778,9.39508,-97.7778,-4.07407,1.56585,-14.0148,876.894,1286.95,1313.22,1475.53,1537.01,1567.01,1044.67,1024.67
Braking,497,248.5,46.8833,-1,-97.7778,9.31548,-97.7778,-4.07407,1.55258,-14.0148,867.64,1273.37,1299.36,1459.96,1520.79,1550.79,1033.86,1013.86
Braking,498,249,46.3833,-1,-97.7778,9.23644,-97.7778,-4.07407,1.53941,-14.0148,858.387,1259.79,1285.5,1444.39,1504.57,1534.57,1023.05,1003.05
Braking,499,249.5,45.8833,-1,-97.7778,9.15796,-97.7778,-4.07407,1.52633,-14.0148,849.134,1246.21,1271.65,1428.82,1488.35,1518.35,1012.23,992.233
Braking,500,250,45.3833,-1,-97.7778,9.08004,-97.7778,-4.07407,1.51334,-14.0148,839.881,1232.63,1257.79,1413.25,1472.13,1502.13,1001.42,981.42
Braking,501,250.5,44.8833,-1,-97.7778,9.00267,-97.7778,-4.07407,1.50045,-14.0148,830.628,1219.05,1243.93,1397.68,1455.91,1485.91,990.608,970.608
Braking,502,251,44.3833,-1,-97.7778,8.92587,-97.7778,-4.07407,1.48764,-14.0148,821.374,1205.47,1230.07,1382.11,1439.69,1469.69,979.795,959.795
Braking,503,251.5,43.8833,-1,-97.7778,8.84962,-97.7778,-4.07407,1.47494,-14.0148,812.121,1191.89,1216.22,1366.54,1423.47,1453.47,968.983,948.983
Braking,504,252,43.3833,-1,-97.7778,8.77392,-97.7778,-4.07407,1.46232,-14.0148,802.868,1178.31,1202.36,1350.96,1407.26,1437.26,958.17,938.17
Braking,505,252.5,42.8833,-1,-97.7778,8.69879,-97.7778,-4.07407,1.4498,-14.0148,793.615,1164.73,1188.5,1335.39,1391.04,1421.04,947.358,927.358
Braking,506,253,42.3833,-1,-97.7778,8.62421,-97.7778,-4.07407,1.43737,-14.0148,784.362,1151.15,1174.64,1319.82,1374.82,1404.82,936.545,916.545
Braking,507,253.5,41.8833,-1,-97.7778,8.55019,-97.7778,-4.07407,1.42503,-14.0148,775.108,1137.57,1160.79,1304.25,1358.6,1388.6,925.732,905.732
Braking,508,254,41.3833,-1,-97.7778,8.47673,-97.7778,-4.07407,1.41279,-14.0148,765.855,1123.99,1146.93,1288.68,1342.38,1372.38,914.92,894.92
Braking,509,254.5,40.8833,-1,-97.7778,8.40382,-97.7778,-4.07407,1.40064,-14.0148,756.602,1110.41,1133.07,1273.11,1326.16,1356.16,904.107,884.107
Braking,510,255,40.3833,-1,-97.7778,8.33148,-97.7778,-4.07407,1.38858,-14.0148,747.349,1096.83,1119.21,1257.54,1309.94,1339.94,893.295,873.295
Braking,511,255.5,39.8833,-1,-97.7778,8.25969,-97.7778,-4.07407,1.37661,-14.0148,738.096,1083.25,1105.36,1241.97,1293.72,1323.72,882.482,862.482
Braking,512,256,39.3833,-1,-97.7778,8.18845,-97.7778,-4.07407,1.36474,-14.0148,728.843,1069.67,1091.5,1226.4,1277.5,1307.5,871.67,851.67
Braking,513,256.5,38.8833,-1,-97.7778,8.11778,-97.7778,-4.07407,1.35296,-14.0148,719.589,1056.09,1077.64,1210.83,1261.29,1291.29,860.857,840.857
Braking,514,257,38.3833,-1,-97.7778,8.04766,-97.7778,-4.07407,1.34128,-14.0148,710.336,1042.51,1063.78,1195.26,1245.07,1275.07,850.044,830.044
Braking,515,257.5,37.8833,-1,-97.7778,7.9781,-97.7778,-4.07407,1.32968,-14.0148,701.083,1028.93,1049.93,1179.69,1228.85,1258.85,839.232,819.232
Braking,516,258,37.3833,-1,-97.7778,7.9091,-97.7778,-4.07407,1.31818,-14.0148,691.83,1015.35,1036.07,1164.12,1212.63,1242.63,828.419,808.419
Braking,517,258.5,36.8833,-1,-97.7778,7.84066,-97.7778,-4.07407,1.30678,-14.0148,682.577,1001.77,1022.21,1148.55,1196.41,1226.41,817.607,797.607
Braking,518,259,36.3833,-1,-97.7778,7.77277,-97.7778,-4.07407,1.29546,-14.0148,673.323,988.188,1008.36,1132.98,1180.19,1210.19,806.794,786.794
Braking,519,259.5,35.8833,-1,-97.7778,7.70544,-97.7778,-4.07407,1.28424,-14.0148,664.07,974.608,994.498,1117.41,1163.97,1193.97,795.982,775.982
Braking,520,260,35.3833,-1,-97.7778,7.63867,-97.7778,-4.07407,1.27311,-14.0148,654.817,961.028,980.641,1101.84,1147.75,1177.75,785.169,765.169
Braking,521,260.5,34.8833,-1,-97.7778,7.57246,-97.7778,-4.07407,1.26208,-14.0148,645.564,947.447,966.783,1086.27,1131.53,1161.53,774.356,754.356
Braking,522,261,34.3833,-1,-97.7778,7.5068,-97.7778,-4.07407,1.25113,-14.0148,636.311,933.867,952.926,1070.7,1115.32,1145.32,763.544,743.544
Braking,523,261.5,33.8833,-1,-97.7778,7.4417,-97.7778,-4.07407,1.24028,-14.0148,627.057,920.287,939.068,1055.13,1099.1,1129.1,752.731,732.731
Braking,524,262,33.3833,-1,-97.7778,7.37716,-97.7778,-4.07407,1.22953,-14.0148,617.804,906.707,925.211,1039.56,1082.88,1112.88,741.919,721.919
Braking,525,262.5,32.8833,-1,-97.7778,7.31318,-97.7778,-4.07407,1.21886,-14.0148,608.551,893.126,911.354,1023.99,1066.66,1096.66,731.106,711.106
Braking,526,263,32.3833,-1,-97.7778,7.24976,-97.7778,-4.07407,1.20829,-14.0148,599.298,879.546,897.496,1008.42,1050.44,1080.44,720.293,700.293
Braking,527,263.5,31.8833,-1,-97.7778,7.18689,-97.7778,-4.07407,1.19781,-14.0148,590.045,865.966,883.639,992.853,1034.22,1064.22,709.481,689.481
Braking,528,264,31.3833,-1,-97.7778,7.12458,-97.7778,-4.07407,1.18743,-14.0148,580.791,852.386,869.781,977.282,1018,1048,698.668,678.668
Braking,529,264.5,30.8833,-1,-97.7778,7.06283,-97.7778,-4.07407,1.17714,-14.0148,571.538,838.805,855.924,961.712,1001.78,1031.78,687.856,667.856
Braking,530,265,30.3833,-1,-97.7778,7.00163,-97.7778,-4.07407,1.16694,-14.0148,562.285,825.225,842.067,946.142,985.565,1015.56,677.043,657.043
Braking,531,265.5,29.8833,-1,-97.7778,6.94099,-97.7778,-4.07407,1.15683,-14.0148,553.032,811.645,828.209,930.572,969.346,999.346,666.231,646.231
Braking,532,266,29.3833,-1,-97.7778,6.88091,-97.7778,-4.07407,1.14682,-14.0148,543.779,798.065,814.352,915.002,953.127,983.127,655.418,635.418
Braking,533,266.5,28.8833,-1,-97.7778,6.82139,-97.7778,-4.07407,1.1369,-14.0148,534.525,784.484,800.494,899.432,936.908,966.908,644.605,624.605
Braking,534,267,28.3833,-1,-97.7778,6.76243,-97.7778,-4.07407,1.12707,-14.0148,525.272,770.904,786.637,883.862,920.689,950.689,633.793,613.793
Braking,535,267.5,27.8833,-1,-97.7778,6.70402,-97.7778,-4.07407,1.11734,-14.0148,516.019,757.324,772.78,868.292,904.471,934.471,622.98,602.98
Braking,536,268,27.3833,-1,-97.7778,6.64617,-97.7778,-4.07407,1.1077,-14.0148,506.766,743.744,758.922,852.722,888.252,918.252,612.168,592.168
Braking,537,268.5,26.8833,-1,-97.7778,6.58888,-97.7778,-4.07407,1.09815,-14.0148,497.513,730.164,745.065,837.151,872.033,902.033,601.355,581.355
Braking,538,269,26.3833,-1,-97.7778,6.53215,-97.7778,-4.07407,1.08869,-14.0148,488.259,716.583,731.207,821.581,855.814,885.814,590.543,570.543
Braking,539,269.5,25.8833,-1,-97.7778,6.47597,-97.7778,-4.07407,1.07933,-14.0148,479.006,703.003,717.35,806.011,839.595,869.595,579.73,559.73
Braking,540,270,25.3833,-1,-97.7778,6.42035,-97.7778,-4.07407,1.07006,-14.0148,469.753,689.423,703.493,790.441,823.376,853.376,568.917,548.917
