Phase,Iteration,Time,Speed,Acceleration,F Motor,F Res,F Total,F Motor/TM,F Res/TM,Torque,RPM,P_wheel,P_motor Out,P_motor In,P_vvvf, P_catenary,Catenary current,VVVF current
Accelerating,157,78.5,66.069,0.46612,58.1986,12.6224,45.5762,2.42494,2.10374,8.3418,1222.7,1068.09,1089.89,1224.59,1275.62,1305.62,870.411,850.411
Accelerating,158,79,66.2997,0.461451,57.7887,12.6691,45.1197,2.40786,2.11151,8.28305,1226.97,1064.27,1085.99,1220.21,1271.06,1301.06,867.371,847.371
Accelerating,159,79.5,66.5281,0.456872,57.3872,12.7153,44.6719,2.39114,2.11922,8.2255,1231.2,1060.52,1082.16,1215.91,1266.57,1296.57,864.383,844.383
Accelerating,160,80,66.7543,0.452378,56.9938,12.7613,44.2325,2.37474,2.12688,8.16911,1235.38,1056.83,1078.4,1211.68,1262.17,1292.17,861.445,841.445
Accelerating,161,80.5,66.9783,0.447968,56.6082,12.8069,43.8014,2.35868,2.13448,8.11385,1239.53,1053.2,1074.69,1207.52,1257.84,1287.84,858.557,838.557
Accelerating,162,81,67.2001,0.44364,56.2303,12.8521,43.3781,2.34293,2.14202,8.05967,1243.63,1049.63,1071.05,1203.43,1253.57,1283.57,855.717,835.717
Accelerating,163,81.5,67.4198,0.43939,55.8597,12.8971,42.9626,2.32749,2.14951,8.00655,1247.7,1046.12,1067.47,1199.41,1249.38,1279.38,852.923,832.923
Accelerating,164,82,67.6374,0.435216,55.4962,12.9417,42.5545,2.31234,2.15695,7.95445,1251.72,1042.67,1063.95,1195.45,1245.26,1275.26,850.174,830.174
Accelerating,165,82.5,67.853,0.431117,55.1397,12.986,42.1537,2.29749,2.16433,7.90335,1255.71,1039.28,1060.48,1191.56,1241.2,1271.2,847.469,827.469
Accelerating,166,83,68.0665,0.42709,54.7899,13.03,41.7599,2.28291,2.17166,7.85322,1259.67,1035.93,1057.07,1187.72,1237.21,1267.21,844.808,824.808
Accelerating,167,83.5,68.2781,0.423133,54.4466,13.0737,41.373,2.26861,2.17894,7.80402,1263.58,1032.64,1053.72,1183.95,1233.28,1263.28,842.189,822.189
Accelerating,168,84,68.4877,0.419244,54.1098,13.117,40.9927,2.25457,2.18617,7.75573,1267.46,1029.4,1050.41,1180.24,1229.41,1259.41,839.61,819.61
Accelerating,169,84.5,68.6954,0.415421,53.779,13.1601,40.6189,2.24079,2.19335,7.70833,1271.3,1026.21,1047.16,1176.58,1225.61,1255.61,837.071,817.071
Accelerating,170,85,68.9013,0.411662,53.4543,13.2029,40.2514,2.22726,2.20048,7.66178,1275.11,1023.07,1043.95,1172.98,1221.86,1251.86,834.571,814.571
Accelerating,171,85.5,69.1052,0.407966,53.1354,13.2454,39.89,2.21398,2.20756,7.61607,1278.89,1019.98,1040.8,1169.44,1218.16,1248.16,832.108,812.108
Accelerating,172,86,69.3074,0.404331,52.8222,13.2876,39.5346,2.20092,2.21459,7.57118,1282.63,1016.94,1037.69,1165.94,1214.52,1244.52,829.683,809.683
Accelerating,173,86.5,69.5078,0.400756,52.5145,13.3295,39.185,2.1881,2.22158,7.52708,1286.34,1013.93,1034.63,1162.5,1210.94,1240.94,827.293,807.293
Accelerating,174,87,69.7064,0.397238,52.2121,13.3711,38.841,2.17551,2.22852,7.48374,1290.01,1010.98,1031.61,1159.11,1207.41,1237.41,824.939,804.939
Accelerating,175,87.5,69.9033,0.393776,51.915,13.4125,38.5026,2.16313,2.23541,7.44115,1293.66,1008.06,1028.64,1155.77,1203.93,1233.93,822.619,802.619
Accelerating,176,88,70.0985,0.390369,51.623,13.4535,38.1695,2.15096,2.24226,7.39929,1297.27,1005.19,1025.71,1152.48,1200.5,1230.5,820.333,800.333
Coasting,177,88.5,70.0295,-0.13801,0,13.4943,-13.4943,0,2.24906,0,1295.99,0,0,0,0,30,20,0
Coasting,178,89,69.9605,-0.137863,0,13.4799,-13.4799,0,2.24665,0,1294.72,0,0,0,0,30,20,0
Coasting,179,89.5,69.8917,-0.137715,0,13.4655,-13.4655,0,2.24425,0,1293.44,0,0,0,0,30,20,0
Coasting,180,90,69.8229,-0.137568,0,13.4511,-13.4511,0,2.24185,0,1292.17,0,0,0,0,30,20,0
Coasting,181,90.5,69.7542,-0.137421,0,13.4368,-13.4368,0,2.23946,0,1290.9,0,0,0,0,30,20,0
Coasting,182,91,69.6855,-0.137275,0,13.4224,-13.4224,0,2.23707,0,1289.63,0,0,0,0,30,20,0
Coasting,183,91.5,69.617,-0.137128,0,13.4081,-13.4081,0,2.23468,0,1288.36,0,0,0,0,30,20,0
Coasting,184,92,69.5485,-0.136982,0,13.3938,-13.3938,0,2.2323,0,1287.09,0,0,0,0,30,20,0
Coasting,185,92.5,69.4801,-0.136837,0,13.3796,-13.3796,0,2.22993,0,1285.83,0,0,0,0,30,20,0
Coasting,186,93,69.4117,-0.136691,0,13.3653,-13.3653,0,2.22756,0,1284.56,0,0,0,0,30,20,0
Coasting,187,93.5,69.3435,-0.136546,0,13.3511,-13.3511,0,2.22519,0,1283.3,0,0,0,0,30,20,0
Coasting,188,94,69.2753,-0.136401,0,13.337,-13.337,0,2.22283,0,1282.03,0,0,0,0,30,20,0
Coasting,189,94.5,69.2071,-0.136256,0,13.3228,-13.3228,0,2.22047,0,1280.77,0,0,0,0,30,20,0
Coasting,190,95,69.1391,-0.136111,0,13.3087,-13.3087,0,2.21811,0,1279.51,0,0,0,0,30,20,0
Coasting,191,95.5,69.0711,-0.135967,0,13.2946,-13.2946,0,2.21576,0,1278.26,0,0,0,0,30,20,0
Coasting,192,96,69.0032,-0.135823,0,13.2805,-13.2805,0,2.21341,0,1277,0,0,0,0,30,20,0
Coasting,193,96.5,68.9353,-0.135679,0,13.2664,-13.2664,0,2.21107,0,1275.74,0,0,0,0,30,20,0
Coasting,194,97,68.8676,-0.135536,0,13.2524,-13.2524,0,2.20873,0,1274.49,0,0,0,0,30,20,0
Coasting,195,97.5,68.7999,-0.135393,0,13.2384,-13.2384,0,2.2064,0,1273.24,0,0,0,0,30,20,0
Coasting,196,98,68.7322,-0.13525,0,13.2244,-13.2244,0,2.20407,0,1271.99,0,0,0,0,30,20,0
Coasting,197,98.5,68.6647,-0.135107,0,13.2105,-13.2105,0,2.20175,0,1270.74,0,0,0,0,30,20,0
Coasting,198,99,68.5972,-0.134965,0,13.1965,-13.1965,0,2.19942,0,1269.49,0,0,0,0,30,20,0
Coasting,199,99.5,68.5298,-0.134822,0,13.1826,-13.1826,0,2.19711,0,1268.24,0,0,0,0,30,20,0
Coasting,200,100,68.4625,-0.134681,0,13.1688,-13.1688,0,2.19479,0,1266.99,0,0,0,0,30,20,0
Coasting,201,100.5,68.3952,-0.134539,0,13.1549,-13.1549,0,2.19249,0,1265.75,0,0,0,0,30,20,0
Coasting,202,101,68.328,-0.134397,0,13.1411,-13.1411,0,2.19018,0,1264.5,0,0,0,0,30,20,0
Coasting,203,101.5,68.2609,-0.134256,0,13.1273,-13.1273,0,2.18788,0,1263.26,0,0,0,0,30,20,0
Coasting,204,102,68.1938,-0.134115,0,13.1135,-13.1135,0,2.18558,0,1262.02,0,0,0,0,30,20,0
Coasting,205,102.5,68.1268,-0.133975,0,13.0997,-13.0997,0,2.18329,0,1260.78,0,0,0,0,30,20,0
Coasting,206,103,68.0599,-0.133834,0,13.086,-13.086,0,2.181,0,1259.54,0,0,0,0,30,20,0
Coasting,207,103.5,67.9931,-0.133694,0,13.0723,-13.0723,0,2.17872,0,1258.31,0,0,0,0,30,20,0
Coasting,208,104,67.9263,-0.133554,0,13.0586,-13.0586,0,2.17644,0,1257.07,0,0,0,0,30,20,0
Coasting,209,104.5,67.8596,-0.133414,0,13.045,-13.045,0,2.17416,0,1255.84,0,0,0,0,30,20,0
Coasting,210,105,67.7929,-0.133275,0,13.0313,-13.0313,0,2.17189,0,1254.6,0,0,0,0,30,20,0
Coasting,211,105.5,67.7264,-0.133136,0,13.0177,-13.0177,0,2.16962,0,1253.37,0,0,0,0,30,20,0
Coasting,212,106,67.6599,-0.132997,0,13.0041,-13.0041,0,2.16736,0,1252.14,0,0,0,0,30,20,0
Coasting,213,106.5,67.5934,-0.132858,0,12.9906,-12.9906,0,2.1651,0,1250.91,0,0,0,0,30,20,0
Coasting,214,107,67.5271,-0.13272,0,12.977,-12.977,0,2.16284,0,1249.68,0,0,0,0,30,20,0
Coasting,215,107.5,67.4608,-0.132582,0,12.9635,-12.9635,0,2.16059,0,1248.46,0,0,0,0,30,20,0
Coasting,216,108,67.3946,-0.132444,0,12.95,-12.95,0,2.15834,0,1247.23,0,0,0,0,30,20,0
Coasting,217,108.5,67.3284,-0.132306,0,12.9366,-12.9366,0,2.15609,0,1246.01,0,0,0,0,30,20,0
Coasting,218,109,67.2623,-0.132168,0,12.9231,-12.9231,0,2.15385,0,1244.78,0,0,0,0,30,20,0
Coasting,219,109.5,67.1963,-0.132031,0,12.9097,-12.9097,0,2.15162,0,1243.56,0,0,0,0,30,20,0
Coasting,220,110,67.1304,-0.131894,0,12.8963,-12.8963,0,2.14939,0,1242.34,0,0,0,0,30,20,0
Coasting,221,110.5,67.0645,-0.131757,0,12.8829,-12.8829,0,2.14716,0,1241.12,0,0,0,0,30,20,0
Coasting,222,111,66.9987,-0.131621,0,12.8696,-12.8696,0,2.14493,0,1239.9,0,0,0,0,30,20,0
Coasting,223,111.5,66.9329,-0.131485,0,12.8563,-12.8563,0,2.14271,0,1238.69,0,0,0,0,30,20,0
Coasting,224,112,66.8673,-0.131349,0,12.843,-12.843,0,2.1405,0,1237.47,0,0,0,0,30,20,0
Coasting,225,112.5,66.8016,-0.131213,0,12.8297,-12.8297,0,2.13828,0,1236.26,0,0,0,0,30,20,0
Coasting,226,113,66.7361,-0.131077,0,12.8164,-12.8164,0,2.13607,0,1235.04,0,0,0,0,30,20,0
Coasting,227,113.5,66.6706,-0.130942,0,12.8032,-12.8032,0,2.13387,0,1233.83,0,0,0,0,30,20,0
Coasting,228,114,66.6052,-0.130807,0,12.79,-12.79,0,2.13167,0,1232.62,0,0,0,0,30,20,0
Coasting,229,114.5,66.5399,-0.130672,0,12.7768,-12.7768,0,2.12947,0,1231.41,0,0,0,0,30,20,0
Coasting,230,115,66.4746,-0.130537,0,12.7637,-12.7637,0,2.12728,0,1230.21,0,0,0,0,30,20,0
Coasting,231,115.5,66.4094,-0.130403,0,12.7505,-12.7505,0,2.12509,0,1229,0,0,0,0,30,20,0
Coasting,232,116,66.3443,-0.130269,0,12.7374,-12.7374,0,2.1229,0,1227.79,0,0,0,0,30,20,0
Coasting,233,116.5,66.2792,-0.130135,0,12.7243,-12.7243,0,2.12072,0,1226.59,0,0,0,0,30,20,0
Coasting,234,117,66.2142,-0.130001,0,12.7112,-12.7112,0,2.11854,0,1225.39,0,0,0,0,30,20,0
Coasting,235,117.5,66.1493,-0.129868,0,12.6982,-12.6982,0,2.11637,0,1224.18,0,0,0,0,30,20,0
Coasting,236,118,66.0844,-0.129735,0,12.6852,-12.6852,0,2.1142,0,1222.98,0,0,0,0,30,20,0
Coasting,237,118.5,66.0196,-0.129602,0,12.6722,-12.6722,0,2.11203,0,1221.78,0,0,0,0,30,20,0
Coasting,238,119,65.9549,-0.129469,0,12.6592,-12.6592,0,2.10987,0,1220.59,0,0,0,0,30,20,0
Coasting,239,119.5,65.8902,-0.129337,0,12.6462,-12.6462,0,2.10771,0,1219.39,0,0,0,0,30,20,0
Coasting,240,120,65.8256,-0.129204,0,12.6333,-12.6333,0,2.10555,0,1218.19,0,0,0,0,30,20,0
Coasting,241,120.5,65.7611,-0.129072,0,12.6204,-12.6204,0,2.1034,0,1217,0,0,0,0,30,20,0
Coasting,242,121,65.6966,-0.12894,0,12.6075,-12.6075,0,2.10125,0,1215.81,0,0,0,0,30,20,0
Coasting,243,121.5,65.6322,-0.128809,0,12.5946,-12.5946,0,2.09911,0,1214.62,0,0,0,0,30,20,0
Coasting,244,122,65.5679,-0.128677,0,12.5818,-12.5818,0,2.09697,0,1213.42,0,0,0,0,30,20,0
Coasting,245,122.5,65.5036,-0.128546,0,12.569,-12.569,0,2.09483,0,1212.24,0,0,0,0,30,20,0
Coasting,246,123,65.4394,-0.128415,0,12.5562,-12.5562,0,2.0927,0,1211.05,0,0,0,0,30,20,0
Coasting,247,123.5,65.3752,-0.128285,0,12.5434,-12.5434,0,2.09057,0,1209.86,0,0,0,0,30,20,0
Coasting,248,124,65.3112,-0.128154,0,12.5306,-12.5306,0,2.08844,0,1208.67,0,0,0,0,30,20,0
Coasting,249,124.5,65.2472,-0.128024,0,12.5179,-12.5179,0,2.08632,0,1207.49,0,0,0,0,30,20,0
Coasting,250,125,65.1832,-0.127894,0,12.5052,-12.5052,0,2.0842,0,1206.31,0,0,0,0,30,20,0
Coasting,251,125.5,65.1193,-0.127764,0,12.4925,-12.4925,0,2.08209,0,1205.12,0,0,0,0,30,20,0
Coasting,252,126,65.0555,-0.127635,0,12.4799,-12.4799,0,2.07998,0,1203.94,0,0,0,0,30,20,0
Coasting,253,126.5,64.9918,-0.127506,0,12.4672,-12.4672,0,2.07787,0,1202.76,0,0,0,0,30,20,0
Coasting,254,127,64.9281,-0.127376,0,12.4546,-12.4546,0,2.07577,0,1201.58,0,0,0,0,30,20,0
Accelerating,255,127.5,65.1701,0.484049,59.7713,12.442,47.3293,2.49047,2.07367,8.56721,1206.06,1082.03,1104.11,1240.57,1292.26,1322.26,881.509,861.509
Accelerating,256,128,65.4099,0.479699,59.3939,12.4899,46.9039,2.47474,2.08165,8.51312,1210.5,1079.15,1101.18,1237.28,1288.83,1318.83,879.22,859.22
Accelerating,257,128.5,65.6473,0.474766,58.9591,12.5375,46.4215,2.45663,2.08959,8.4508,1214.89,1075.14,1097.08,1232.68,1284.04,1314.04,876.025,856.025
Accelerating,258,129,65.8823,0.469929,58.5335,12.5848,45.9486,2.43889,2.09747,8.3898,1219.24,1071.2,1093.06,1228.16,1279.33,1309.33,872.888,852.888
Accelerating,259,129.5,66.1149,0.465187,58.1167,12.6317,45.485,2.42153,2.10529,8.33006,1223.55,1067.33,1089.11,1223.72,1274.71,1304.71,869.804,849.804
Accelerating,260,130,66.3452,0.460536,57.7085,12.6783,45.0302,2.40452,2.11305,8.27155,1227.81,1063.52,1085.23,1219.36,1270.16,1300.16,866.775,846.775
Accelerating,261,130.5,66.5731,0.455974,57.3086,12.7245,44.5841,2.38786,2.12075,8.21423,1232.03,1059.78,1081.41,1215.07,1265.7,1295.7,863.797,843.797
Accelerating,262,131,66.7989,0.451497,56.9168,12.7704,44.1464,2.37153,2.12839,8.15807,1236.21,1056.1,1077.66,1210.85,1261.3,1291.3,860.869,840.869
Accelerating,263,131.5,67.0224,0.447104,56.5327,12.8159,43.7168,2.35553,2.13598,8.10302,1240.34,1052.49,1073.97,1206.71,1256.99,1286.99,857.99,837.99
Accelerating,264,132,67.2438,0.442791,56.1562,12.8611,43.2951,2.33984,2.14351,8.04906,1244.44,1048.93,1070.34,1202.63,1252.74,1282.74,855.159,835.159
Accelerating,265,132.5,67.4631,0.438557,55.787,12.906,42.8811,2.32446,2.15099,7.99614,1248.5,1045.44,1066.77,1198.62,1248.56,1278.56,852.374,832.374
Accelerating,266,133,67.6803,0.434398,55.425,12.9505,42.4745,2.30937,2.15842,7.94425,1252.52,1041.99,1063.26,1194.67,1244.45,1274.45,849.634,829.634
Accelerating,267,133.5,67.8955,0.430313,55.0698,12.9947,42.0751,2.29458,2.16579,7.89334,1256.5,1038.61,1059.8,1190.79,1240.41,1270.41,846.939,826.939
Accelerating,268,134,68.1086,0.4263,54.7213,13.0387,41.6827,2.28006,2.17311,7.84339,1260.44,1035.28,1056.4,1186.97,1236.43,1266.43,844.285,824.285
Accelerating,269,134.5,68.3198,0.422356,54.3794,13.0823,41.2971,2.26581,2.18038,7.79437,1264.35,1032,1053.06,1183.21,1232.51,1262.51,841.674,821.674
Accelerating,270,135,68.529,0.418481,54.0437,13.1256,40.9181,2.25182,2.1876,7.74626,1268.23,1028.77,1049.76,1179.51,1228.65,1258.65,839.103,819.103
Accelerating,271,135.5,68.7364,0.414671,53.7142,13.1686,40.5456,2.23809,2.19477,7.69903,1272.06,1025.59,1046.52,1175.86,1224.86,1254.86,836.572,816.572
Accelerating,272,136,68.9418,0.410925,53.3906,13.2113,40.1793,2.22461,2.20189,7.65266,1275.86,1022.46,1043.32,1172.27,1221.12,1251.12,834.079,814.079
Accelerating,273,136.5,69.1455,0.407241,53.0729,13.2538,39.8191,2.21137,2.20896,7.60711,1279.63,1019.37,1040.18,1168.74,1217.44,1247.44,831.625,811.625
Accelerating,274,137,69.3473,0.403618,52.7608,13.2959,39.4649,2.19836,2.21598,7.56237,1283.37,1016.34,1037.08,1165.26,1213.81,1243.81,829.206,809.206
Accelerating,275,137.5,69.5473,0.400054,52.4541,13.3377,39.1164,2.18559,2.22296,7.51842,1287.07,1013.34,1034.03,1161.83,1210.24,1240.24,826.824,806.824
Accelerating,276,138,69.7456,0.396547,52.1528,13.3793,38.7735,2.17303,2.22989,7.47524,1290.74,1010.4,1031.02,1158.45,1206.71,1236.71,824.476,804.476
Accelerating,277,138.5,69.9421,0.393096,51.8567,13.4206,38.4361,2.1607,2.23677,7.4328,1294.38,1007.49,1028.05,1155.11,1203.24,1233.24,822.163,802.163
Accelerating,278,139,70.137,0.3897,51.5657,13.4616,38.104,2.14857,2.24361,7.39108,1297.98,1004.63,1025.13,1151.83,1199.82,1229.82,819.883,799.883
Coasting,279,139.5,70.0679,-0.138093,0,13.5024,-13.5024,0,2.2504,0,1296.7,0,0,0,0,30,20,0
Coasting,280,140,69.9989,-0.137945,0,13.488,-13.488,0,2.24799,0,1295.43,0,0,0,0,30,20,0
Coasting,281,140.5,69.93,-0.137797,0,13.4735,-13.4735,0,2.24559,0,1294.15,0,0,0,0,30,20,0
Coasting,282,141,69.8612,-0.13765,0,13.4591,-13.4591,0,2.24319,0,1292.88,0,0,0,0,30,20,0
Coasting,283,141.5,69.7925,-0.137503,0,13.4448,-13.4448,0,2.24079,0,1291.61,0,0,0,0,30,20,0
Coasting,284,142,69.7238,-0.137356,0,13.4304,-13.4304,0,2.2384,0,1290.34,0,0,0,0,30,20,0
Coasting,285,142.5,69.6552,-0.13721,0,13.4161,-13.4161,0,2.23601,0,1289.07,0,0,0,0,30,20,0
Coasting,286,143,69.5867,-0.137064,0,13.4018,-13.4018,0,2.23363,0,1287.8,0,0,0,0,30,20,0
Coasting,287,143.5,69.5182,-0.136918,0,13.3875,-13.3875,0,2.23125,0,1286.53,0,0,0,0,30,20,0
Coasting,288,144,69.4498,-0.136772,0,13.3733,-13.3733,0,2.22888,0,1285.27,0,0,0,0,30,20,0
Coasting,289,144.5,69.3815,-0.136627,0,13.359,-13.359,0,2.22651,0,1284,0,0,0,0,30,20,0
Coasting,290,145,69.3133,-0.136481,0,13.3449,-13.3449,0,2.22414,0,1282.74,0,0,0,0,30,20,0
Coasting,291,145.5,69.2451,-0.136337,0,13.3307,-13.3307,0,2.22178,0,1281.48,0,0,0,0,30,20,0
Coasting,292,146,69.177,-0.136192,0,13.3165,-13.3165,0,2.21942,0,1280.22,0,0,0,0,30,20,0
Coasting,293,146.5,69.109,-0.136048,0,13.3024,-13.3024,0,2.21707,0,1278.96,0,0,0,0,30,20,0
Coasting,294,147,69.041,-0.135903,0,13.2883,-13.2883,0,2.21472,0,1277.7,0,0,0,0,30,20,0
Coasting,295,147.5,68.9731,-0.13576,0,13.2743,-13.2743,0,2.21238,0,1276.44,0,0,0,0,30,20,0
Coasting,296,148,68.9053,-0.135616,0,13.2602,-13.2602,0,2.21004,0,1275.19,0,0,0,0,30,20,0
Coasting,297,148.5,68.8376,-0.135473,0,13.2462,-13.2462,0,2.2077,0,1273.94,0,0,0,0,30,20,0
Coasting,298,149,68.7699,-0.135329,0,13.2322,-13.2322,0,2.20537,0,1272.68,0,0,0,0,30,20,0
Coasting,299,149.5,68.7023,-0.135187,0,13.2182,-13.2182,0,2.20304,0,1271.43,0,0,0,0,30,20,0
Coasting,300,150,68.6348,-0.135044,0,13.2043,-13.2043,0,2.20072,0,1270.18,0,0,0,0,30,20,0
Coasting,301,150.5,68.5674,-0.134902,0,13.1904,-13.1904,0,2.1984,0,1268.93,0,0,0,0,30,20,0
Coasting,302,151,68.5,-0.13476,0,13.1765,-13.1765,0,2.19608,0,1267.69,0,0,0,0,30,20,0
Coasting,303,151.5,68.4327,-0.134618,0,13.1626,-13.1626,0,2.19377,0,1266.44,0,0,0,0,30,20,0
Coasting,304,152,68.3654,-0.134476,0,13.1488,-13.1488,0,2.19146,0,1265.2,0,0,0,0,30,20,0
Coasting,305,152.5,68.2983,-0.134335,0,13.135,-13.135,0,2.18916,0,1263.95,0,0,0,0,30,20,0
Coasting,306,153,68.2312,-0.134194,0,13.1212,-13.1212,0,2.18686,0,1262.71,0,0,0,0,30,20,0
Coasting,307,153.5,68.1641,-0.134053,0,13.1074,-13.1074,0,2.18457,0,1261.47,0,0,0,0,30,20,0
Coasting,308,154,68.0972,-0.133912,0,13.0937,-13.0937,0,2.18228,0,1260.23,0,0,0,0,30,20,0
Coasting,309,154.5,68.0303,-0.133772,0,13.0799,-13.0799,0,2.17999,0,1259,0,0,0,0,30,20,0
Coasting,310,155,67.9635,-0.133632,0,13.0662,-13.0662,0,2.17771,0,1257.76,0,0,0,0,30,20,0
Coasting,311,155.5,67.8967,-0.133492,0,13.0526,-13.0526,0,2.17543,0,1256.52,0,0,0,0,30,20,0
Coasting,312,156,67.8301,-0.133353,0,13.0389,-13.0389,0,2.17315,0,1255.29,0,0,0,0,30,20,0
Coasting,313,156.5,67.7635,-0.133213,0,13.0253,-13.0253,0,2.17088,0,1254.06,0,0,0,0,30,20,0
Coasting,314,157,67.6969,-0.133074,0,13.0117,-13.0117,0,2.16862,0,1252.83,0,0,0,0,30,20,0
Coasting,315,157.5,67.6305,-0.132935,0,12.9981,-12.9981,0,2.16636,0,1251.6,0,0,0,0,30,20,0
Coasting,316,158,67.5641,-0.132797,0,12.9846,-12.9846,0,2.1641,0,1250.37,0,0,0,0,30,20,0
Coasting,317,158.5,67.4977,-0.132659,0,12.9711,-12.9711,0,2.16184,0,1249.14,0,0,0,0,30,20,0
Coasting,318,159,67.4315,-0.13252,0,12.9576,-12.9576,0,2.15959,0,1247.91,0,0,0,0,30,20,0
Coasting,319,159.5,67.3653,-0.132383,0,12.9441,-12.9441,0,2.15735,0,1246.69,0,0,0,0,30,20,0
Coasting,320,160,67.2992,-0.132245,0,12.9306,-12.9306,0,2.1551,0,1245.46,0,0,0,0,30,20,0
Coasting,321,160.5,67.2331,-0.132108,0,12.9172,-12.9172,0,2.15286,0,1244.24,0,0,0,0,30,20,0
Coasting,322,161,67.1671,-0.13197,0,12.9038,-12.9038,0,2.15063,0,1243.02,0,0,0,0,30,20,0
Coasting,323,161.5,67.1012,-0.131834,0,12.8904,-12.8904,0,2.1484,0,1241.8,0,0,0,0,30,20,0
Coasting,324,162,67.0353,-0.131697,0,12.877,-12.877,0,2.14617,0,1240.58,0,0,0,0,30,20,0
Coasting,325,162.5,66.9696,-0.131561,0,12.8637,-12.8637,0,2.14395,0,1239.36,0,0,0,0,30,20,0
Coasting,326,163,66.9039,-0.131424,0,12.8504,-12.8504,0,2.14173,0,1238.15,0,0,0,0,30,20,0
Coasting,327,163.5,66.8382,-0.131288,0,12.8371,-12.8371,0,2.13952,0,1236.93,0,0,0,0,30,20,0
Coasting,328,164,66.7726,-0.131153,0,12.8238,-12.8238,0,2.1373,0,1235.72,0,0,0,0,30,20,0
Coasting,329,164.5,66.7071,-0.131017,0,12.8106,-12.8106,0,2.1351,0,1234.51,0,0,0,0,30,20,0
Coasting,330,165,66.6417,-0.130882,0,12.7974,-12.7974,0,2.13289,0,1233.3,0,0,0,0,30,20,0
Coasting,331,165.5,66.5763,-0.130747,0,12.7842,-12.7842,0,2.13069,0,1232.09,0,0,0,0,30,20,0
Coasting,332,166,66.511,-0.130612,0,12.771,-12.771,0,2.1285,0,1230.88,0,0,0,0,30,20,0
Coasting,333,166.5,66.4458,-0.130478,0,12.7578,-12.7578,0,2.12631,0,1229.67,0,0,0,0,30,20,0
Coasting,334,167,66.3806,-0.130344,0,12.7447,-12.7447,0,2.12412,0,1228.47,0,0,0,0,30,20,0
Coasting,335,167.5,66.3155,-0.13021,0,12.7316,-12.7316,0,2.12193,0,1227.26,0,0,0,0,30,20,0
Coasting,336,168,66.2505,-0.130076,0,12.7185,-12.7185,0,2.11975,0,1226.06,0,0,0,0,30,20,0
Coasting,337,168.5,66.1855,-0.129942,0,12.7055,-12.7055,0,2.11758,0,1224.85,0,0,0,0,30,20,0
Coasting,338,169,66.1206,-0.129809,0,12.6924,-12.6924,0,2.1154,0,1223.65,0,0,0,0,30,20,0
Coasting,339,169.5,66.0557,-0.129676,0,12.6794,-12.6794,0,2.11324,0,1222.45,0,0,0,0,30,20,0
Coasting,340,170,65.991,-0.129543,0,12.6664,-12.6664,0,2.11107,0,1221.25,0,0,0,0,30,20,0
Coasting,341,170.5,65.9263,-0.12941,0,12.6535,-12.6535,0,2.10891,0,1220.06,0,0,0,0,30,20,0
Coasting,342,171,65.8616,-0.129278,0,12.6405,-12.6405,0,2.10675,0,1218.86,0,0,0,0,30,20,0
Coasting,343,171.5,65.797,-0.129146,0,12.6276,-12.6276,0,2.1046,0,1217.67,0,0,0,0,30,20,0
Coasting,344,172,65.7325,-0.129014,0,12.6147,-12.6147,0,2.10245,0,1216.47,0,0,0,0,30,20,0
Coasting,345,172.5,65.6681,-0.128882,0,12.6018,-12.6018,0,2.1003,0,1215.28,0,0,0,0,30,20,0
Coasting,346,173,65.6037,-0.128751,0,12.589,-12.589,0,2.09816,0,1214.09,0,0,0,0,30,20,0
Coasting,347,173.5,65.5394,-0.128619,0,12.5761,-12.5761,0,2.09602,0,1212.9,0,0,0,0,30,20,0
Coasting,348,174,65.4752,-0.128488,0,12.5633,-12.5633,0,2.09389,0,1211.71,0,0,0,0,30,20,0
Coasting,349,174.5,65.411,-0.128358,0,12.5505,-12.5505,0,2.09175,0,1210.52,0,0,0,0,30,20,0
Coasting,350,175,65.3469,-0.128227,0,12.5378,-12.5378,0,2.08963,0,1209.33,0,0,0,0,30,20,0
Coasting,351,175.5,65.2828,-0.128097,0,12.525,-12.525,0,2.0875,0,1208.15,0,0,0,0,30,20,0
Coasting,352,176,65.2188,-0.127967,0,12.5123,-12.5123,0,2.08538,0,1206.97,0,0,0,0,30,20,0
Coasting,353,176.5,65.1549,-0.127837,0,12.4996,-12.4996,0,2.08327,0,1205.78,0,0,0,0,30,20,0
Coasting,354,177,65.0911,-0.127707,0,12.4869,-12.4869,0,2.08115,0,1204.6,0,0,0,0,30,20,0
Coasting,355,177.5,65.0273,-0.127578,0,12.4743,-12.4743,0,2.07904,0,1203.42,0,0,0,0,30,20,0
Coasting,356,178,64.9636,-0.127448,0,12.4616,-12.4616,0,2.07694,0,1202.24,0,0,0,0,30,20,0
Coasting,357,178.5,64.8999,-0.127319,0,12.449,-12.449,0,2.07484,0,1201.06,0,0,0,0,30,20,0
Accelerating,358,179,65.1421,0.484372,59.7972,12.4364,47.3608,2.49155,2.07274,8.57093,1205.54,1082.03,1104.11,1240.58,1292.27,1322.27,881.512,861.512
Accelerating,359,179.5,65.3822,0.480279,59.4449,12.4844,46.9606,2.47687,2.08073,8.52044,1209.99,1079.62,1101.66,1237.82,1289.39,1319.39,879.594,859.594
Accelerating,360,180,65.6199,0.475333,59.0091,12.532,46.477,2.45871,2.08867,8.45797,1214.39,1075.6,1097.55,1233.21,1284.59,1314.59,876.393,856.393
